WKT,name
"POLYGON ((-88.0236314 37.9743000, -88.0236314 35.1379750, -86.8895500 35.1379750, -86.8895500 37.9743000, -88.0236314 37.9743000))","Clarksville"
"POINT (-87.3413000 36.5692000)","Clarksville city"
"POLYGON ((-86.8895500 36.5715500, -86.8895500 35.1379750, -84.4694117 35.1379750, -84.4694117 36.5715500, -86.8895500 36.5715500))","Nashville"
"POINT (-86.7842000 36.1715000)","Nashville city"
"POLYGON ((-86.8895500 37.9743000, -86.8895500 36.5715500, -84.4694117 36.5715500, -84.4694117 37.9743000, -86.8895500 37.9743000))","Bowling Green"
"POINT (-86.4378000 36.9716000)","Bowling Green city"
"POLYGON ((-88.0236314 38.8826000, -88.0236314 37.9743000, -86.0200500 37.9743000, -86.0200500 38.8826000, -88.0236314 38.8826000))","Evansville"
"POINT (-87.5341000 37.9881000)","Evansville city"
"POLYGON ((-88.0236314 39.9956797, -88.0236314 38.8826000, -86.0200500 38.8826000, -86.0200500 39.9956797, -88.0236314 39.9956797))","Indianapolis"
"POINT (-86.1458000 39.7771000)","Indianapolis city"
"POLYGON ((-86.0200500 38.6538000, -86.0200500 37.9743000, -84.4694117 37.9743000, -84.4694117 38.6538000, -86.0200500 38.6538000))","Louisville"
"POINT (-85.6485000 38.1663000)","Louisville city"
"POLYGON ((-86.0200500 39.9956797, -86.0200500 38.6538000, -84.4694117 38.6538000, -84.4694117 39.9956797, -86.0200500 39.9956797))","Cincinnati"
"POINT (-84.5060000 39.1413000)","Cincinnati city"
"POLYGON ((-84.4694117 37.7784500, -84.4694117 35.1379750, -83.0550000 35.1379750, -83.0550000 37.7784500, -84.4694117 37.7784500))","Knoxville"
"POINT (-83.9496000 35.9692000)","Knoxville city"
"POLYGON ((-83.0550000 36.0944000, -83.0550000 35.1379750, -81.9986227 35.1379750, -81.9986227 36.0944000, -83.0550000 36.0944000))","Asheville"
"POINT (-82.5537000 35.5707000)","Asheville city"
"POLYGON ((-83.0550000 37.7784500, -83.0550000 36.0944000, -81.9986227 36.0944000, -81.9986227 37.7784500, -83.0550000 37.7784500))","Bristol"
"POINT (-82.1604000 36.6181000)","Bristol city"
"POLYGON ((-84.4694117 38.9114000, -84.4694117 37.7784500, -83.5517500 37.7784500, -83.5517500 38.9114000, -84.4694117 38.9114000))","Lexington"
"POINT (-84.4587000 38.0423000)","Lexington city"
"POLYGON ((-84.4694117 39.9956797, -84.4694117 38.9114000, -83.5517500 38.9114000, -83.5517500 39.9956797, -84.4694117 39.9956797))","Dayton"
"POINT (-84.2003000 39.7805000)","Dayton city"
"POLYGON ((-83.5517500 39.2227000, -83.5517500 37.7784500, -81.9986227 37.7784500, -81.9986227 39.2227000, -83.5517500 39.2227000))","Ashland"
"POINT (-82.6448000 38.4592000)","Ashland city"
"POLYGON ((-83.5517500 39.9956797, -83.5517500 39.2227000, -81.9986227 39.2227000, -81.9986227 39.9956797, -83.5517500 39.9956797))","Columbus"
"POINT (-82.9855000 39.9862000)","Columbus city"
"POLYGON ((-81.9986227 27.3500000, -81.9986227 25.7840000, -81.6663500 25.7840000, -81.6663500 27.3500000, -81.9986227 27.3500000))","Cape Coral"
"POINT (-81.9957000 26.6443000)","Cape Coral city"
"POLYGON ((-81.9986227 28.4926750, -81.9986227 27.3500000, -81.6663500 27.3500000, -81.6663500 28.4926750, -81.9986227 28.4926750))","Lakeland"
"POINT (-81.9545000 28.0557000)","Lakeland city"
"POLYGON ((-81.6663500 28.4926750, -81.6663500 25.7840000, -80.8637625 25.7840000, -80.8637625 28.4926750, -81.6663500 28.4926750))","Orlando"
"POINT (-81.3370000 28.4773000)","Orlando city"
"POLYGON ((-81.9986227 29.6186000, -81.9986227 28.4926750, -81.1928375 28.4926750, -81.1928375 29.6186000, -81.9986227 29.6186000))","Deltona"
"POINT (-81.2137000 28.9050000)","Deltona city"
"POLYGON ((-81.9986227 35.5502812, -81.9986227 29.6186000, -81.1928375 29.6186000, -81.1928375 35.5502812, -81.9986227 35.5502812))","Jacksonville"
"POINT (-81.6749000 30.3322000)","Jacksonville city"
"POLYGON ((-81.1928375 33.0332000, -81.1928375 28.4926750, -80.8637625 28.4926750, -80.8637625 33.0332000, -81.1928375 33.0332000))","Savannah"
"POINT (-81.1821000 32.0286000)","Savannah city"
"POLYGON ((-81.1928375 35.5502812, -81.1928375 33.0332000, -80.8637625 33.0332000, -80.8637625 35.5502812, -81.1928375 35.5502812))","Columbia"
"POINT (-80.9036000 34.0378000)","Columbia city"
"POLYGON ((-80.8637625 26.5318000, -80.8637625 25.7840000, -80.1961000 25.7840000, -80.1961000 26.5318000, -80.8637625 26.5318000))","Miami"
"POINT (-80.2101000 25.7840000)","Miami city"
"POLYGON ((-80.8637625 30.4961500, -80.8637625 26.5318000, -80.1961000 26.5318000, -80.1961000 30.4961500, -80.8637625 30.4961500))","Port St. Lucie"
"POINT (-80.3884000 27.2796000)","Port St. Lucie city"
"POLYGON ((-80.1961000 26.4440500, -80.1961000 25.7840000, -66.0761000 25.7840000, -66.0761000 26.4440500, -80.1961000 26.4440500))","Fort Lauderdale"
"POINT (-80.1464000 26.1412000)","Fort Lauderdale city"
"POLYGON ((-80.1961000 30.4961500, -80.1961000 26.4440500, -66.0761000 26.4440500, -66.0761000 30.4961500, -80.1961000 30.4961500))","West Palm Beach"
"POINT (-80.1320000 26.7469000)","West Palm Beach city"
"POLYGON ((-80.8637625 34.0125500, -80.8637625 30.4961500, -79.9037500 30.4961500, -79.9037500 34.0125500, -80.8637625 34.0125500))","Charleston"
"POINT (-79.9687000 32.8168000)","Charleston city"
"POLYGON ((-80.8637625 35.5502812, -80.8637625 34.0125500, -79.9037500 34.0125500, -79.9037500 35.5502812, -80.8637625 35.5502812))","Charlotte"
"POINT (-80.8303000 35.2083000)","Charlotte city"
"POLYGON ((-79.9037500 35.5502812, -79.9037500 30.4961500, -66.0761000 30.4961500, -66.0761000 35.5502812, -79.9037500 35.5502812))","Fayetteville"
"POINT (-78.9772000 35.0850000)","Fayetteville city"
"POLYGON ((-81.9986227 36.6870500, -81.9986227 35.5502812, -78.6670500 35.5502812, -78.6670500 36.6870500, -81.9986227 36.6870500))","Greensboro"
"POINT (-79.8271000 36.0956000)","Greensboro city"
"POLYGON ((-81.9986227 37.3849000, -81.9986227 36.6870500, -78.6670500 36.6870500, -78.6670500 37.3849000, -81.9986227 37.3849000))","Roanoke"
"POINT (-79.9581000 37.2785000)","Roanoke city"
"POLYGON ((-78.6670500 35.7133500, -78.6670500 35.5502812, -77.1987875 35.5502812, -77.1987875 35.7133500, -78.6670500 35.7133500))","Greenville"
"POINT (-77.3760000 35.5943000)","Greenville city"
"POLYGON ((-78.6670500 37.3849000, -78.6670500 35.7133500, -77.1987875 35.7133500, -77.1987875 37.3849000, -78.6670500 37.3849000))","Raleigh"
"POINT (-78.6429000 35.8324000)","Raleigh city"
"POLYGON ((-81.9986227 37.8743500, -81.9986227 37.3849000, -78.3562750 37.3849000, -78.3562750 37.8743500, -81.9986227 37.8743500))","Lynchburg"
"POINT (-79.1909000 37.4003000)","Lynchburg city"
"POLYGON ((-81.9986227 39.9956797, -81.9986227 37.8743500, -78.3562750 37.8743500, -78.3562750 39.9956797, -81.9986227 39.9956797))","Charleston"
"POINT (-81.6322000 38.3484000)","Charleston city"
"POLYGON ((-78.3562750 38.3525000, -78.3562750 37.3849000, -77.1987875 37.3849000, -77.1987875 38.3525000, -78.3562750 38.3525000))","Richmond"
"POINT (-77.4756000 37.5295000)","Richmond city"
"POLYGON ((-78.3562750 39.9956797, -78.3562750 38.3525000, -77.1987875 38.3525000, -77.1987875 39.9956797, -78.3562750 39.9956797))","Germantown"
"POINT (-77.2643000 39.1755000)","Germantown city"
"POLYGON ((-77.1987875 38.8916500, -77.1987875 35.5502812, -76.5723000 35.5502812, -76.5723000 38.8916500, -77.1987875 38.8916500))","Arlington"
"POINT (-77.1011000 38.8786000)","Arlington city"
"POLYGON ((-77.1987875 39.1755000, -77.1987875 38.8916500, -76.5723000 38.8916500, -76.5723000 39.1755000, -77.1987875 39.1755000))","Washington"
"POINT (-77.0163000 38.9047000)","Washington city"
"POLYGON ((-76.5723000 39.1755000, -76.5723000 35.5502812, -66.0761000 35.5502812, -66.0761000 39.1755000, -76.5723000 39.1755000))","Virginia Beach"
"POINT (-76.0435000 36.7335000)","Virginia Beach city"
"POLYGON ((-77.1987875 39.5233000, -77.1987875 39.1755000, -75.3899000 39.1755000, -75.3899000 39.5233000, -77.1987875 39.5233000))","Baltimore"
"POINT (-76.6144000 39.3051000)","Baltimore city"
"POLYGON ((-77.1987875 39.9956797, -77.1987875 39.5233000, -75.3899000 39.5233000, -75.3899000 39.9956797, -77.1987875 39.9956797))","Wilmington"
"POINT (-75.5416000 39.7415000)","Wilmington city"
"POLYGON ((-75.3899000 39.9628000, -75.3899000 39.1755000, -66.0761000 39.1755000, -66.0761000 39.9628000, -75.3899000 39.9628000))","Camden"
"POINT (-75.1073000 39.9361000)","Camden city"
"POLYGON ((-75.3899000 39.9956797, -75.3899000 39.9628000, -66.0761000 39.9628000, -66.0761000 39.9956797, -75.3899000 39.9956797))","Toms River"
"POINT (-74.1654000 39.9895000)","Toms River city"
"POLYGON ((-88.0236314 41.0079500, -88.0236314 39.9956797, -85.5368000 39.9956797, -85.5368000 41.0079500, -88.0236314 41.0079500))","Lafayette"
"POINT (-86.8593000 40.3991000)","Lafayette city"
"POLYGON ((-88.0236314 41.6638250, -88.0236314 41.0079500, -85.5368000 41.0079500, -85.5368000 41.6638250, -88.0236314 41.6638250))","Hammond"
"POINT (-87.4909000 41.6168000)","Hammond city"
"POLYGON ((-85.5368000 41.3763000, -85.5368000 39.9956797, -82.8949250 39.9956797, -82.8949250 41.3763000, -85.5368000 41.3763000))","Fort Wayne"
"POINT (-85.1436000 41.0888000)","Fort Wayne city"
"POLYGON ((-85.5368000 41.6638250, -85.5368000 41.3763000, -82.8949250 41.3763000, -82.8949250 41.6638250, -85.5368000 41.6638250))","Toledo"
"POINT (-83.5827000 41.6638000)","Toledo city"
"POLYGON ((-88.0236314 41.8410000, -88.0236314 41.6638250, -87.0144500 41.6638250, -87.0144500 41.8410000, -88.0236314 41.8410000))","Chicago"
"POINT (-87.6866000 41.8375000)","Chicago city"
"POLYGON ((-88.0236314 42.1946844, -88.0236314 41.8410000, -87.0144500 41.8410000, -87.0144500 42.1946844, -88.0236314 42.1946844))","Cicero"
"POINT (-87.7593000 41.8445000)","Cicero city"
"POLYGON ((-87.0144500 42.1946844, -87.0144500 41.6638250, -82.8949250 41.6638250, -82.8949250 42.1946844, -87.0144500 42.1946844))","South Bend"
"POINT (-86.2696000 41.6767000)","South Bend city"
"POLYGON ((-82.8949250 40.5752000, -82.8949250 39.9956797, -81.2006500 39.9956797, -81.2006500 40.5752000, -82.8949250 40.5752000))","Newark"
"POINT (-82.4250000 40.0706000)","Newark city"
"POLYGON ((-82.8949250 41.0936500, -82.8949250 40.5752000, -81.2006500 40.5752000, -81.2006500 41.0936500, -82.8949250 41.0936500))","Akron"
"POINT (-81.5219000 41.0798000)","Akron city"
"POLYGON ((-81.2006500 40.7176500, -81.2006500 39.9956797, -78.4023875 39.9956797, -78.4023875 40.7176500, -81.2006500 40.7176500))","Pittsburgh"
"POINT (-79.9763000 40.4397000)","Pittsburgh city"
"POLYGON ((-81.2006500 41.0936500, -81.2006500 40.7176500, -78.4023875 40.7176500, -78.4023875 41.0936500, -81.2006500 41.0936500))","New Castle"
"POINT (-80.3458000 40.9956000)","New Castle city"
"POLYGON ((-82.8949250 41.4586500, -82.8949250 41.0936500, -81.1286500 41.0936500, -81.1286500 41.4586500, -82.8949250 41.4586500))","Lorain"
"POINT (-82.1840000 41.4409000)","Lorain city"
"POLYGON ((-82.8949250 42.1946844, -82.8949250 41.4586500, -81.1286500 41.4586500, -81.1286500 42.1946844, -82.8949250 42.1946844))","Cleveland"
"POINT (-81.6805000 41.4764000)","Cleveland city"
"POLYGON ((-81.1286500 42.1946844, -81.1286500 41.0936500, -78.4023875 41.0936500, -78.4023875 42.1946844, -81.1286500 42.1946844))","Erie"
"POINT (-80.0733000 42.1167000)","Erie city"
"POLYGON ((-88.0236314 42.8253500, -88.0236314 42.1946844, -86.7778500 42.1946844, -86.7778500 42.8253500, -88.0236314 42.8253500))","Kenosha"
"POINT (-87.8773000 42.5865000)","Kenosha city"
"POLYGON ((-88.0236314 43.0753562, -88.0236314 42.8253500, -86.7778500 42.8253500, -86.7778500 43.0753562, -88.0236314 43.0753562))","Milwaukee"
"POINT (-87.9675000 43.0642000)","Milwaukee city"
"POLYGON ((-86.7778500 42.6184000, -86.7778500 42.1946844, -84.5617000 42.1946844, -84.5617000 42.6184000, -86.7778500 42.6184000))","Kalamazoo"
"POINT (-85.5882000 42.2749000)","Kalamazoo city"
"POLYGON ((-86.7778500 43.0753562, -86.7778500 42.6184000, -84.5617000 42.6184000, -84.5617000 43.0753562, -86.7778500 43.0753562))","Grand Rapids"
"POINT (-85.6562000 42.9619000)","Grand Rapids city"
"POLYGON ((-88.0236314 45.5294000, -88.0236314 43.0753562, -87.1228500 43.0753562, -87.1228500 45.5294000, -88.0236314 45.5294000))","Green Bay"
"POINT (-87.9895000 44.5148000)","Green Bay city"
"POLYGON ((-88.0236314 47.6671000, -88.0236314 45.5294000, -87.1228500 45.5294000, -87.1228500 47.6671000, -88.0236314 47.6671000))","Marquette"
"POINT (-87.4082000 46.5440000)","Marquette city"
"POLYGON ((-87.1228500 47.6671000, -87.1228500 43.0753562, -84.5617000 43.0753562, -84.5617000 47.6671000, -87.1228500 47.6671000))","Muskegon"
"POINT (-86.2562000 43.2281000)","Muskegon city"
"POLYGON ((-84.5617000 42.4288000, -84.5617000 42.1946844, -83.1150000 42.1946844, -83.1150000 42.4288000, -84.5617000 42.4288000))","Ann Arbor"
"POINT (-83.7310000 42.2759000)","Ann Arbor city"
"POLYGON ((-84.5617000 42.7049000, -84.5617000 42.4288000, -83.1150000 42.4288000, -83.1150000 42.7049000, -84.5617000 42.7049000))","Troy"
"POINT (-83.1457000 42.5817000)","Troy city"
"POLYGON ((-83.1150000 42.4384000, -83.1150000 42.1946844, -78.4023875 42.1946844, -78.4023875 42.4384000, -83.1150000 42.4384000))","Detroit"
"POINT (-83.1024000 42.3834000)","Detroit city"
"POLYGON ((-83.1150000 42.7049000, -83.1150000 42.4384000, -78.4023875 42.4384000, -78.4023875 42.7049000, -83.1150000 42.7049000))","Warren"
"POINT (-83.0270000 42.4934000)","Warren city"
"POLYGON ((-84.5617000 43.0670500, -84.5617000 42.7049000, -83.8461750 42.7049000, -83.8461750 43.0670500, -84.5617000 43.0670500))","Lansing"
"POINT (-84.5601000 42.7142000)","Lansing city"
"POLYGON ((-84.5617000 47.6671000, -84.5617000 43.0670500, -83.8461750 43.0670500, -83.8461750 47.6671000, -84.5617000 47.6671000))","Saginaw"
"POINT (-83.9501000 43.4199000)","Saginaw city"
"POLYGON ((-83.8461750 42.9627000, -83.8461750 42.7049000, -78.4023875 42.7049000, -78.4023875 42.9627000, -83.8461750 42.9627000))","Buffalo"
"POINT (-78.8487000 42.9018000)","Buffalo city"
"POLYGON ((-83.8461750 47.6671000, -83.8461750 42.9627000, -78.4023875 42.9627000, -78.4023875 47.6671000, -83.8461750 47.6671000))","Flint"
"POINT (-83.6921000 43.0236000)","Flint city"
"POLYGON ((-78.4023875 40.3568750, -78.4023875 39.9956797, -75.5326500 39.9956797, -75.5326500 40.3568750, -78.4023875 40.3568750))","Lancaster"
"POINT (-76.3012000 40.0420000)","Lancaster city"
"POLYGON ((-75.5326500 40.1157000, -75.5326500 39.9956797, -74.1659625 39.9956797, -74.1659625 40.1157000, -75.5326500 40.1157000))","Philadelphia"
"POINT (-75.1339000 40.0077000)","Philadelphia city"
"POLYGON ((-75.5326500 40.3568750, -75.5326500 40.1157000, -74.1659625 40.1157000, -74.1659625 40.3568750, -75.5326500 40.3568750))","Trenton"
"POINT (-74.7641000 40.2237000)","Trenton city"
"POLYGON ((-78.4023875 41.0002500, -78.4023875 40.3568750, -74.9187000 40.3568750, -74.9187000 41.0002500, -78.4023875 41.0002500))","Allentown"
"POINT (-75.4756000 40.5961000)","Allentown city"
"POLYGON ((-78.4023875 41.6554812, -78.4023875 41.0002500, -74.9187000 41.0002500, -74.9187000 41.6554812, -78.4023875 41.6554812))","Scranton"
"POINT (-75.6649000 41.4044000)","Scranton city"
"POLYGON ((-74.9187000 40.6951500, -74.9187000 40.3568750, -74.1659625 40.3568750, -74.1659625 40.6951500, -74.9187000 40.6951500))","Elizabeth"
"POINT (-74.1913000 40.6658000)","Elizabeth city"
"POLYGON ((-74.9187000 41.6554812, -74.9187000 40.6951500, -74.1659625 40.6951500, -74.1659625 41.6554812, -74.9187000 41.6554812))","Newark"
"POINT (-74.1725000 40.7245000)","Newark city"
"POLYGON ((-74.1659625 40.7063500, -74.1659625 39.9956797, -73.6604000 39.9956797, -73.6604000 40.7063500, -74.1659625 40.7063500))","New York"
"POINT (-73.9249000 40.6943000)","New York city"
"POLYGON ((-74.1659625 40.9273500, -74.1659625 40.7063500, -73.6604000 40.7063500, -73.6604000 40.9273500, -74.1659625 40.9273500))","Jersey City"
"POINT (-74.0686000 40.7184000)","Jersey City city"
"POLYGON ((-73.6604000 40.7234000, -73.6604000 39.9956797, -66.0761000 39.9956797, -66.0761000 40.7234000, -73.6604000 40.7234000))","Hempstead"
"POINT (-73.6089000 40.6629000)","Hempstead city"
"POLYGON ((-73.6604000 40.9273500, -73.6604000 40.7234000, -66.0761000 40.7234000, -66.0761000 40.9273500, -73.6604000 40.9273500))","Brentwood"
"POINT (-73.2522000 40.7839000)","Brentwood city"
"POLYGON ((-74.1659625 41.0504000, -74.1659625 40.9273500, -73.5933000 40.9273500, -73.5933000 41.0504000, -74.1659625 41.0504000))","Yonkers"
"POINT (-73.8673000 40.9466000)","Yonkers city"
"POLYGON ((-74.1659625 41.6554812, -74.1659625 41.0504000, -73.5933000 41.0504000, -73.5933000 41.6554812, -74.1659625 41.6554812))","New City"
"POINT (-73.9912000 41.1542000)","New City city"
"POLYGON ((-73.5933000 41.6554812, -73.5933000 40.9273500, -66.0761000 40.9273500, -66.0761000 41.6554812, -73.5933000 41.6554812))","Bridgeport"
"POINT (-73.1954000 41.1918000)","Bridgeport city"
"POLYGON ((-78.4023875 42.4464750, -78.4023875 41.6554812, -74.2244000 41.6554812, -74.2244000 42.4464750, -78.4023875 42.4464750))","Binghamton"
"POINT (-75.9093000 42.1014000)","Binghamton city"
"POLYGON ((-74.2244000 41.9408000, -74.2244000 41.6554812, -71.8461500 41.6554812, -71.8461500 41.9408000, -74.2244000 41.9408000))","Hartford"
"POINT (-72.6834000 41.7661000)","Hartford city"
"POLYGON ((-74.2244000 42.4464750, -74.2244000 41.9408000, -71.8461500 41.9408000, -71.8461500 42.4464750, -74.2244000 42.4464750))","Springfield"
"POINT (-72.5395000 42.1155000)","Springfield city"
"POLYGON ((-78.4023875 43.1043500, -78.4023875 42.4464750, -75.4239000 42.4464750, -75.4239000 43.1043500, -78.4023875 43.1043500))","Syracuse"
"POINT (-76.1437000 43.0407000)","Syracuse city"
"POLYGON ((-78.4023875 47.6671000, -78.4023875 43.1043500, -75.4239000 43.1043500, -75.4239000 47.6671000, -78.4023875 47.6671000))","Rochester"
"POINT (-77.6162000 43.1680000)","Rochester city"
"POLYGON ((-75.4239000 43.5770000, -75.4239000 42.4464750, -71.8461500 42.4464750, -71.8461500 43.5770000, -75.4239000 43.5770000))","Albany"
"POINT (-73.7987000 42.6664000)","Albany city"
"POLYGON ((-75.4239000 47.6671000, -75.4239000 43.5770000, -71.8461500 43.5770000, -71.8461500 47.6671000, -75.4239000 47.6671000))","Burlington"
"POINT (-73.2316000 44.4876000)","Burlington city"
"POLYGON ((-71.8461500 41.9696500, -71.8461500 41.6554812, -71.1925500 41.6554812, -71.1925500 41.9696500, -71.8461500 41.9696500))","Providence"
"POINT (-71.4187000 41.8230000)","Providence city"
"POLYGON ((-71.8461500 42.5793500, -71.8461500 41.9696500, -71.1925500 41.9696500, -71.1925500 42.5793500, -71.8461500 42.5793500))","Norfolk"
"POINT (-71.3295000 42.1163000)","Norfolk city"
"POLYGON ((-71.1925500 42.3984500, -71.1925500 41.6554812, -66.0761000 41.6554812, -66.0761000 42.3984500, -71.1925500 42.3984500))","Boston"
"POINT (-71.0852000 42.3188000)","Boston city"
"POLYGON ((-71.1925500 42.5793500, -71.1925500 42.3984500, -66.0761000 42.3984500, -66.0761000 42.5793500, -71.1925500 42.5793500))","Lynn"
"POINT (-70.9664000 42.4781000)","Lynn city"
"POLYGON ((-71.8461500 42.8118500, -71.8461500 42.5793500, -70.7736250 42.5793500, -70.7736250 42.8118500, -71.8461500 42.8118500))","Lowell"
"POINT (-71.3217000 42.6389000)","Lowell city"
"POLYGON ((-71.8461500 47.6671000, -71.8461500 42.8118500, -70.7736250 42.8118500, -70.7736250 47.6671000, -71.8461500 47.6671000))","Manchester"
"POINT (-71.4447000 42.9848000)","Manchester city"
"POLYGON ((-70.7736250 44.4789500, -70.7736250 42.5793500, -66.0761000 42.5793500, -66.0761000 44.4789500, -70.7736250 44.4789500))","Portland"
"POINT (-70.2715000 43.6773000)","Portland city"
"POLYGON ((-70.7736250 47.6671000, -70.7736250 44.4789500, -66.0761000 44.4789500, -66.0761000 47.6671000, -70.7736250 47.6671000))","Saint John"
"POINT (-66.0761000 45.2806000)","Saint John city"
