WKT,name
"POINT (-122.4531000 47.2431000)","Tacoma city"
"POINT (-122.3244000 47.6211000)","Seattle city"
"POINT (-122.1535000 47.5951000)","Bellevue city"
"POINT (-117.4330000 47.6671000)","Spokane city"
"POINT (-105.0656000 40.5477000)","Fort Collins city"
"POINT (-111.9311000 40.7776000)","Salt Lake City city"
"POINT (-98.3586000 40.9218000)","Grand Island city"
"POINT (-104.7902000 41.1350000)","Cheyenne city"
"POINT (-116.3977000 43.6116000)","Meridian city"
"POINT (-108.5526000 45.7891000)","Billings city"
"POINT (-96.7311000 43.5396000)","Sioux Falls city"
"POINT (-96.8292000 46.8651000)","Fargo city"
"POINT (-94.6870000 38.8870000)","Overland Park city"
"POINT (-95.6955000 39.0346000)","Topeka city"
"POINT (-93.2340000 38.7059000)","Sedalia city"
"POINT (-92.3268000 38.9472000)","Columbia city"
"POINT (-96.0529000 41.2627000)","Omaha city"
"POINT (-94.5541000 39.1238000)","Kansas City city"
"POINT (-93.6105000 41.5725000)","Des Moines city"
"POINT (-90.2451000 38.6359000)","St. Louis city"
"POINT (-90.7175000 38.7850000)","O'Fallon city"
"POINT (-89.9900000 38.5164000)","Belleville city"
"POINT (-89.6540000 39.7709000)","Springfield city"
"POINT (-89.6154000 40.7520000)","Peoria city"
"POINT (-90.6053000 41.5565000)","Davenport city"
"POINT (-88.1499000 41.5188000)","Joliet city"
"POINT (-96.3901000 42.4959000)","Sioux City city"
"POINT (-93.1997000 43.1487000)","Mason City city"
"POINT (-93.2520000 44.6774000)","Lakeville city"
"POINT (-93.3505000 45.1112000)","Brooklyn Park city"
"POINT (-94.1718000 45.5340000)","St. Cloud city"
"POINT (-93.1039000 44.9478000)","St. Paul city"
"POINT (-93.2678000 44.9635000)","Minneapolis city"
"POINT (-91.6783000 41.9662000)","Cedar Rapids city"
"POINT (-88.2902000 41.7638000)","Aurora city"
"POINT (-88.3240000 42.0383000)","Elgin city"
"POINT (-92.4780000 44.0154000)","Rochester city"
"POINT (-92.1393000 46.7756000)","Duluth city"
"POINT (-89.3930000 43.0822000)","Madison city"
"POINT (-91.4948000 44.8197000)","Eau Claire city"
"POINT (-86.2668000 32.3482000)","Montgomery city"
"POINT (-86.7971000 33.5279000)","Birmingham city"
"POINT (-84.2527000 30.4551000)","Tallahassee city"
"POINT (-84.1762000 31.5776000)","Albany city"
"POINT (-86.6412000 34.6981000)","Huntsville city"
"POINT (-85.2481000 35.0660000)","Chattanooga city"
"POINT (-84.4220000 33.7628000)","Atlanta city"
"POINT (-84.3513000 34.0391000)","Roswell city"
"POINT (-82.6652000 27.7931000)","St. Petersburg city"
"POINT (-82.4447000 27.9945000)","Tampa city"
"POINT (-82.1977000 27.0576000)","North Port city"
"POINT (-82.3459000 29.6804000)","Gainesville city"
"POINT (-83.6974000 32.8065000)","Macon city"
"POINT (-82.0708000 33.3645000)","Augusta city"
"POINT (-82.3646000 34.8354000)","Greenville city"
"POINT (-87.3413000 36.5692000)","Clarksville city"
"POINT (-86.7842000 36.1715000)","Nashville city"
"POINT (-86.4378000 36.9716000)","Bowling Green city"
"POINT (-87.5341000 37.9881000)","Evansville city"
"POINT (-86.1458000 39.7771000)","Indianapolis city"
"POINT (-85.6485000 38.1663000)","Louisville city"
"POINT (-84.5060000 39.1413000)","Cincinnati city"
"POINT (-83.9496000 35.9692000)","Knoxville city"
"POINT (-82.5537000 35.5707000)","Asheville city"
"POINT (-82.1604000 36.6181000)","Bristol city"
"POINT (-84.4587000 38.0423000)","Lexington city"
"POINT (-84.2003000 39.7805000)","Dayton city"
"POINT (-82.6448000 38.4592000)","Ashland city"
"POINT (-82.9855000 39.9862000)","Columbus city"
"POINT (-81.9957000 26.6443000)","Cape Coral city"
"POINT (-81.9545000 28.0557000)","Lakeland city"
"POINT (-81.3370000 28.4773000)","Orlando city"
"POINT (-81.2137000 28.9050000)","Deltona city"
"POINT (-81.6749000 30.3322000)","Jacksonville city"
"POINT (-81.1821000 32.0286000)","Savannah city"
"POINT (-80.9036000 34.0378000)","Columbia city"
"POINT (-80.2101000 25.7840000)","Miami city"
"POINT (-80.3884000 27.2796000)","Port St. Lucie city"
"POINT (-80.1464000 26.1412000)","Fort Lauderdale city"
"POINT (-80.1320000 26.7469000)","West Palm Beach city"
"POINT (-79.9687000 32.8168000)","Charleston city"
"POINT (-80.8303000 35.2083000)","Charlotte city"
"POINT (-78.9772000 35.0850000)","Fayetteville city"
"POINT (-79.8271000 36.0956000)","Greensboro city"
"POINT (-79.9581000 37.2785000)","Roanoke city"
"POINT (-77.3760000 35.5943000)","Greenville city"
"POINT (-78.6429000 35.8324000)","Raleigh city"
"POINT (-79.1909000 37.4003000)","Lynchburg city"
"POINT (-81.6322000 38.3484000)","Charleston city"
"POINT (-77.4756000 37.5295000)","Richmond city"
"POINT (-77.2643000 39.1755000)","Germantown city"
"POINT (-77.1011000 38.8786000)","Arlington city"
"POINT (-77.0163000 38.9047000)","Washington city"
"POINT (-76.0435000 36.7335000)","Virginia Beach city"
"POINT (-76.6144000 39.3051000)","Baltimore city"
"POINT (-75.5416000 39.7415000)","Wilmington city"
"POINT (-75.1073000 39.9361000)","Camden city"
"POINT (-74.1654000 39.9895000)","Toms River city"
"POINT (-86.8593000 40.3991000)","Lafayette city"
"POINT (-87.4909000 41.6168000)","Hammond city"
"POINT (-85.1436000 41.0888000)","Fort Wayne city"
"POINT (-83.5827000 41.6638000)","Toledo city"
"POINT (-87.6866000 41.8375000)","Chicago city"
"POINT (-87.7593000 41.8445000)","Cicero city"
"POINT (-86.2696000 41.6767000)","South Bend city"
"POINT (-82.4250000 40.0706000)","Newark city"
"POINT (-81.5219000 41.0798000)","Akron city"
"POINT (-79.9763000 40.4397000)","Pittsburgh city"
"POINT (-80.3458000 40.9956000)","New Castle city"
"POINT (-82.1840000 41.4409000)","Lorain city"
"POINT (-81.6805000 41.4764000)","Cleveland city"
"POINT (-80.0733000 42.1167000)","Erie city"
"POINT (-87.8773000 42.5865000)","Kenosha city"
"POINT (-87.9675000 43.0642000)","Milwaukee city"
"POINT (-85.5882000 42.2749000)","Kalamazoo city"
"POINT (-85.6562000 42.9619000)","Grand Rapids city"
"POINT (-87.9895000 44.5148000)","Green Bay city"
"POINT (-87.4082000 46.5440000)","Marquette city"
"POINT (-86.2562000 43.2281000)","Muskegon city"
"POINT (-83.7310000 42.2759000)","Ann Arbor city"
"POINT (-83.1457000 42.5817000)","Troy city"
"POINT (-83.1024000 42.3834000)","Detroit city"
"POINT (-83.0270000 42.4934000)","Warren city"
"POINT (-84.5601000 42.7142000)","Lansing city"
"POINT (-83.9501000 43.4199000)","Saginaw city"
"POINT (-78.8487000 42.9018000)","Buffalo city"
"POINT (-83.6921000 43.0236000)","Flint city"
"POINT (-76.3012000 40.0420000)","Lancaster city"
"POINT (-75.1339000 40.0077000)","Philadelphia city"
"POINT (-74.7641000 40.2237000)","Trenton city"
"POINT (-75.4756000 40.5961000)","Allentown city"
"POINT (-75.6649000 41.4044000)","Scranton city"
"POINT (-74.1913000 40.6658000)","Elizabeth city"
"POINT (-74.1725000 40.7245000)","Newark city"
"POINT (-73.9249000 40.6943000)","New York city"
"POINT (-74.0686000 40.7184000)","Jersey City city"
"POINT (-73.6089000 40.6629000)","Hempstead city"
"POINT (-73.2522000 40.7839000)","Brentwood city"
"POINT (-73.8673000 40.9466000)","Yonkers city"
"POINT (-73.9912000 41.1542000)","New City city"
"POINT (-73.1954000 41.1918000)","Bridgeport city"
"POINT (-75.9093000 42.1014000)","Binghamton city"
"POINT (-72.6834000 41.7661000)","Hartford city"
"POINT (-72.5395000 42.1155000)","Springfield city"
"POINT (-76.1437000 43.0407000)","Syracuse city"
"POINT (-77.6162000 43.1680000)","Rochester city"
"POINT (-73.7987000 42.6664000)","Albany city"
"POINT (-73.2316000 44.4876000)","Burlington city"
"POINT (-71.4187000 41.8230000)","Providence city"
"POINT (-71.3295000 42.1163000)","Norfolk city"
"POINT (-71.0852000 42.3188000)","Boston city"
"POINT (-70.9664000 42.4781000)","Lynn city"
"POINT (-71.3217000 42.6389000)","Lowell city"
"POINT (-71.4447000 42.9848000)","Manchester city"
"POINT (-70.2715000 43.6773000)","Portland city"
"POINT (-66.0761000 45.2806000)","Saint John city"
