WKT,name
"POINT (-94.3695000 35.3495000)","Fort Smith city"
"POLYGON ((-94.2592750 35.0599125, -94.2592750 31.2762375, -91.8870500 31.2762375, -91.8870500 35.0599125, -94.2592750 35.0599125))","Little Rock"
"POINT (-92.3577000 34.7256000)","Little Rock city"
"POLYGON ((-91.8870500 35.0599125, -91.8870500 31.2762375, -88.0236314 31.2762375, -88.0236314 35.0599125, -91.8870500 35.0599125))","Jackson"
"POINT (-90.2125000 32.3157000)","Jackson city"
"POLYGON ((-94.2592750 37.3006656, -94.2592750 35.0599125, -90.5064750 35.0599125, -90.5064750 37.3006656, -94.2592750 37.3006656))","Jonesboro"
"POINT (-90.6791000 35.8212000)","Jonesboro city"
"POLYGON ((-90.5064750 37.3006656, -90.5064750 35.0599125, -88.0236314 35.0599125, -88.0236314 37.3006656, -90.5064750 37.3006656))","Jackson"
"POINT (-88.8354000 35.6538000)","Jackson city"
"POLYGON ((-123.1174000 37.9153500, -123.1174000 37.3006656, -122.3133750 37.3006656, -122.3133750 37.9153500, -123.1174000 37.9153500))","Daly City"
"POINT (-122.4685000 37.6862000)","Daly City city"
"POLYGON ((-122.3133750 37.9153500, -122.3133750 37.3006656, -121.5178375 37.3006656, -121.5178375 37.9153500, -122.3133750 37.9153500))","Oakland"
"POINT (-122.2166000 37.7904000)","Oakland city"
"POLYGON ((-123.1174000 39.8926750, -123.1174000 37.9153500, -121.5178375 37.9153500, -121.5178375 39.8926750, -123.1174000 39.8926750))","Chico"
"POINT (-121.8161000 39.7578000)","Chico city"
"POLYGON ((-121.5178375 38.7257500, -121.5178375 37.3006656, -109.4064000 37.3006656, -109.4064000 38.7257500, -121.5178375 38.7257500))","Sacramento"
"POINT (-121.4685000 38.5677000)","Sacramento city"
"POLYGON ((-109.4064000 38.7257500, -109.4064000 37.3006656, -96.6185914 37.3006656, -96.6185914 38.7257500, -109.4064000 38.7257500))","Hutchinson"
"POINT (-97.9081000 38.0671000)","Hutchinson city"
"POLYGON ((-121.5178375 39.8926750, -121.5178375 38.7257500, -96.6185914 38.7257500, -96.6185914 39.8926750, -121.5178375 39.8926750))","Colorado Springs"
"POINT (-104.7605000 38.8674000)","Colorado Springs city"
"POLYGON ((-123.1174000 45.8617500, -123.1174000 39.8926750, -116.5208250 39.8926750, -116.5208250 45.8617500, -123.1174000 45.8617500))","Eugene"
"POINT (-123.1174000 44.0564000)","Eugene city"
"POLYGON ((-123.1174000 47.6671000, -123.1174000 45.8617500, -122.2962219 45.8617500, -122.2962219 47.6671000, -123.1174000 47.6671000))","Seattle"
"POINT (-122.3244000 47.6211000)","Seattle city"
"POLYGON ((-122.2962219 47.6671000, -122.2962219 45.8617500, -116.5208250 45.8617500, -116.5208250 47.6671000, -122.2962219 47.6671000))","Bellevue"
"POINT (-122.1535000 47.5951000)","Bellevue city"
"POLYGON ((-116.5208250 42.1270500, -116.5208250 39.8926750, -104.9327797 39.8926750, -104.9327797 42.1270500, -116.5208250 42.1270500))","Fort Collins"
"POINT (-105.0656000 40.5477000)","Fort Collins city"
"POLYGON ((-104.9327797 42.1270500, -104.9327797 39.8926750, -96.6185914 39.8926750, -96.6185914 42.1270500, -104.9327797 42.1270500))","Grand Island"
"POINT (-98.3586000 40.9218000)","Grand Island city"
"POLYGON ((-116.5208250 47.6671000, -116.5208250 42.1270500, -106.5644000 42.1270500, -106.5644000 47.6671000, -116.5208250 47.6671000))","Meridian"
"POINT (-116.3977000 43.6116000)","Meridian city"
"POLYGON ((-106.5644000 47.6671000, -106.5644000 42.1270500, -96.6185914 42.1270500, -96.6185914 47.6671000, -106.5644000 47.6671000))","Fargo"
"POINT (-96.8292000 46.8651000)","Fargo city"
"POLYGON ((-96.6185914 39.0642250, -96.6185914 37.3006656, -94.0111500 37.3006656, -94.0111500 39.0642250, -96.6185914 39.0642250))","Overland Park"
"POINT (-94.6870000 38.8870000)","Overland Park city"
"POLYGON ((-94.0111500 39.0642250, -94.0111500 37.3006656, -92.1014000 37.3006656, -92.1014000 39.0642250, -94.0111500 39.0642250))","Columbia"
"POINT (-92.3268000 38.9472000)","Columbia city"
"POLYGON ((-96.6185914 41.6136000, -96.6185914 39.0642250, -92.1014000 39.0642250, -92.1014000 41.6136000, -96.6185914 41.6136000))","Des Moines"
"POINT (-93.6105000 41.5725000)","Des Moines city"
"POLYGON ((-92.1014000 40.0364500, -92.1014000 37.3006656, -90.1857500 37.3006656, -90.1857500 40.0364500, -92.1014000 40.0364500))","O'Fallon"
"POINT (-90.7175000 38.7850000)","O'Fallon city"
"POLYGON ((-90.1857500 40.0364500, -90.1857500 37.3006656, -88.0236314 37.3006656, -88.0236314 40.0364500, -90.1857500 40.0364500))","Belleville"
"POINT (-89.9900000 38.5164000)","Belleville city"
"POLYGON ((-92.1014000 41.6136000, -92.1014000 40.0364500, -89.3776000 40.0364500, -89.3776000 41.6136000, -92.1014000 41.6136000))","Peoria"
"POINT (-89.6154000 40.7520000)","Peoria city"
"POLYGON ((-89.3776000 41.6136000, -89.3776000 40.0364500, -88.0236314 40.0364500, -88.0236314 41.6136000, -89.3776000 41.6136000))","Joliet"
"POINT (-88.1499000 41.5188000)","Joliet city"
"POLYGON ((-96.6185914 44.7744750, -96.6185914 41.6136000, -92.8463938 41.6136000, -92.8463938 44.7744750, -96.6185914 44.7744750))","Mason City"
"POINT (-93.1997000 43.1487000)","Mason City city"
"POLYGON ((-96.6185914 47.6671000, -96.6185914 44.7744750, -93.3041312 44.7744750, -93.3041312 47.6671000, -96.6185914 47.6671000))","Brooklyn Park"
"POINT (-93.3505000 45.1112000)","Brooklyn Park city"
"POLYGON ((-93.3041312 47.6671000, -93.3041312 44.7744750, -92.8463938 44.7744750, -92.8463938 47.6671000, -93.3041312 47.6671000))","Minneapolis"
"POINT (-93.2678000 44.9635000)","Minneapolis city"
"POLYGON ((-92.8463938 43.0167500, -92.8463938 41.6136000, -88.0236314 41.6136000, -88.0236314 43.0167500, -92.8463938 43.0167500))","Aurora"
"POINT (-88.2902000 41.7638000)","Aurora city"
"POLYGON ((-92.8463938 47.6671000, -92.8463938 43.0167500, -91.7067500 43.0167500, -91.7067500 47.6671000, -92.8463938 47.6671000))","Duluth"
"POINT (-92.1393000 46.7756000)","Duluth city"
"POLYGON ((-91.7067500 47.6671000, -91.7067500 43.0167500, -88.0236314 43.0167500, -88.0236314 47.6671000, -91.7067500 47.6671000))","Eau Claire"
"POINT (-91.4948000 44.8197000)","Eau Claire city"
"POLYGON ((-88.0236314 33.6250937, -88.0236314 25.7840000, -85.4866500 25.7840000, -85.4866500 33.6250937, -88.0236314 33.6250937))","Birmingham"
"POINT (-86.7971000 33.5279000)","Birmingham city"
"POLYGON ((-85.4866500 33.6250937, -85.4866500 25.7840000, -83.8431625 25.7840000, -83.8431625 33.6250937, -85.4866500 33.6250937))","Tallahassee"
"POINT (-84.2527000 30.4551000)","Tallahassee city"
"POLYGON ((-88.0236314 35.1379750, -88.0236314 33.6250937, -84.9237750 33.6250937, -84.9237750 35.1379750, -88.0236314 35.1379750))","Huntsville"
"POINT (-86.6412000 34.6981000)","Huntsville city"
"POLYGON ((-84.9237750 35.1379750, -84.9237750 33.6250937, -83.8431625 33.6250937, -83.8431625 35.1379750, -84.9237750 35.1379750))","Atlanta"
"POINT (-84.4220000 33.7628000)","Atlanta city"
"POLYGON ((-83.8431625 30.9465000, -83.8431625 25.7840000, -82.4314500 25.7840000, -82.4314500 30.9465000, -83.8431625 30.9465000))","St. Petersburg"
"POINT (-82.6652000 27.7931000)","St. Petersburg city"
"POLYGON ((-82.4314500 30.9465000, -82.4314500 25.7840000, -81.9986227 25.7840000, -81.9986227 30.9465000, -82.4314500 30.9465000))","Gainesville"
"POINT (-82.3459000 29.6804000)","Gainesville city"
"POLYGON ((-83.8431625 35.1379750, -83.8431625 30.9465000, -81.9986227 30.9465000, -81.9986227 35.1379750, -83.8431625 35.1379750))","Augusta"
"POINT (-82.0708000 33.3645000)","Augusta city"
"POLYGON ((-88.0236314 37.9743000, -88.0236314 35.1379750, -84.4694117 35.1379750, -84.4694117 37.9743000, -88.0236314 37.9743000))","Bowling Green"
"POINT (-86.4378000 36.9716000)","Bowling Green city"
"POLYGON ((-88.0236314 39.9956797, -88.0236314 37.9743000, -86.0200500 37.9743000, -86.0200500 39.9956797, -88.0236314 39.9956797))","Evansville"
"POINT (-87.5341000 37.9881000)","Evansville city"
"POLYGON ((-86.0200500 39.9956797, -86.0200500 37.9743000, -84.4694117 37.9743000, -84.4694117 39.9956797, -86.0200500 39.9956797))","Louisville"
"POINT (-85.6485000 38.1663000)","Louisville city"
"POLYGON ((-84.4694117 37.7784500, -84.4694117 35.1379750, -81.9986227 35.1379750, -81.9986227 37.7784500, -84.4694117 37.7784500))","Asheville"
"POINT (-82.5537000 35.5707000)","Asheville city"
"POLYGON ((-84.4694117 39.9956797, -84.4694117 37.7784500, -83.5517500 37.7784500, -83.5517500 39.9956797, -84.4694117 39.9956797))","Lexington"
"POINT (-84.4587000 38.0423000)","Lexington city"
"POLYGON ((-83.5517500 39.9956797, -83.5517500 37.7784500, -81.9986227 37.7784500, -81.9986227 39.9956797, -83.5517500 39.9956797))","Ashland"
"POINT (-82.6448000 38.4592000)","Ashland city"
"POLYGON ((-81.9986227 28.4926750, -81.9986227 25.7840000, -81.6663500 25.7840000, -81.6663500 28.4926750, -81.9986227 28.4926750))","Cape Coral"
"POINT (-81.9957000 26.6443000)","Cape Coral city"
"POLYGON ((-81.6663500 28.4926750, -81.6663500 25.7840000, -80.8637625 25.7840000, -80.8637625 28.4926750, -81.6663500 28.4926750))","Orlando"
"POINT (-81.3370000 28.4773000)","Orlando city"
"POLYGON ((-81.9986227 35.5502812, -81.9986227 28.4926750, -81.1928375 28.4926750, -81.1928375 35.5502812, -81.9986227 35.5502812))","Deltona"
"POINT (-81.2137000 28.9050000)","Deltona city"
"POLYGON ((-81.1928375 35.5502812, -81.1928375 28.4926750, -80.8637625 28.4926750, -80.8637625 35.5502812, -81.1928375 35.5502812))","Savannah"
"POINT (-81.1821000 32.0286000)","Savannah city"
"POLYGON ((-80.8637625 30.4961500, -80.8637625 25.7840000, -80.1961000 25.7840000, -80.1961000 30.4961500, -80.8637625 30.4961500))","Miami"
"POINT (-80.2101000 25.7840000)","Miami city"
"POLYGON ((-80.1961000 30.4961500, -80.1961000 25.7840000, -66.0761000 25.7840000, -66.0761000 30.4961500, -80.1961000 30.4961500))","Fort Lauderdale"
"POINT (-80.1464000 26.1412000)","Fort Lauderdale city"
"POLYGON ((-80.8637625 35.5502812, -80.8637625 30.4961500, -79.9037500 30.4961500, -79.9037500 35.5502812, -80.8637625 35.5502812))","Charlotte"
"POINT (-80.8303000 35.2083000)","Charlotte city"
"POLYGON ((-79.9037500 35.5502812, -79.9037500 30.4961500, -66.0761000 30.4961500, -66.0761000 35.5502812, -79.9037500 35.5502812))","Fayetteville"
"POINT (-78.9772000 35.0850000)","Fayetteville city"
"POLYGON ((-81.9986227 37.3849000, -81.9986227 35.5502812, -78.6670500 35.5502812, -78.6670500 37.3849000, -81.9986227 37.3849000))","Greensboro"
"POINT (-79.8271000 36.0956000)","Greensboro city"
"POLYGON ((-78.6670500 37.3849000, -78.6670500 35.5502812, -77.1987875 35.5502812, -77.1987875 37.3849000, -78.6670500 37.3849000))","Greenville"
"POINT (-77.3760000 35.5943000)","Greenville city"
"POLYGON ((-81.9986227 39.9956797, -81.9986227 37.3849000, -78.3562750 37.3849000, -78.3562750 39.9956797, -81.9986227 39.9956797))","Lynchburg"
"POINT (-79.1909000 37.4003000)","Lynchburg city"
"POLYGON ((-78.3562750 39.9956797, -78.3562750 37.3849000, -77.1987875 37.3849000, -77.1987875 39.9956797, -78.3562750 39.9956797))","Germantown"
"POINT (-77.2643000 39.1755000)","Germantown city"
"POLYGON ((-77.1987875 39.1755000, -77.1987875 35.5502812, -76.5723000 35.5502812, -76.5723000 39.1755000, -77.1987875 39.1755000))","Washington"
"POINT (-77.0163000 38.9047000)","Washington city"
"POLYGON ((-76.5723000 39.1755000, -76.5723000 35.5502812, -66.0761000 35.5502812, -66.0761000 39.1755000, -76.5723000 39.1755000))","Virginia Beach"
"POINT (-76.0435000 36.7335000)","Virginia Beach city"
"POLYGON ((-77.1987875 39.9956797, -77.1987875 39.1755000, -75.3899000 39.1755000, -75.3899000 39.9956797, -77.1987875 39.9956797))","Wilmington"
"POINT (-75.5416000 39.7415000)","Wilmington city"
"POLYGON ((-75.3899000 39.9956797, -75.3899000 39.1755000, -66.0761000 39.1755000, -66.0761000 39.9956797, -75.3899000 39.9956797))","Camden"
"POINT (-75.1073000 39.9361000)","Camden city"
"POLYGON ((-88.0236314 41.6638250, -88.0236314 39.9956797, -85.5368000 39.9956797, -85.5368000 41.6638250, -88.0236314 41.6638250))","Hammond"
"POINT (-87.4909000 41.6168000)","Hammond city"
"POLYGON ((-85.5368000 41.6638250, -85.5368000 39.9956797, -82.8949250 39.9956797, -82.8949250 41.6638250, -85.5368000 41.6638250))","Fort Wayne"
"POINT (-85.1436000 41.0888000)","Fort Wayne city"
"POLYGON ((-88.0236314 42.1946844, -88.0236314 41.6638250, -87.0144500 41.6638250, -87.0144500 42.1946844, -88.0236314 42.1946844))","Chicago"
"POINT (-87.6866000 41.8375000)","Chicago city"
"POLYGON ((-87.0144500 42.1946844, -87.0144500 41.6638250, -82.8949250 41.6638250, -82.8949250 42.1946844, -87.0144500 42.1946844))","South Bend"
"POINT (-86.2696000 41.6767000)","South Bend city"
"POLYGON ((-82.8949250 41.0936500, -82.8949250 39.9956797, -81.2006500 39.9956797, -81.2006500 41.0936500, -82.8949250 41.0936500))","Akron"
"POINT (-81.5219000 41.0798000)","Akron city"
"POLYGON ((-81.2006500 41.0936500, -81.2006500 39.9956797, -78.4023875 39.9956797, -78.4023875 41.0936500, -81.2006500 41.0936500))","New Castle"
"POINT (-80.3458000 40.9956000)","New Castle city"
"POLYGON ((-82.8949250 42.1946844, -82.8949250 41.0936500, -81.1286500 41.0936500, -81.1286500 42.1946844, -82.8949250 42.1946844))","Cleveland"
"POINT (-81.6805000 41.4764000)","Cleveland city"
"POLYGON ((-81.1286500 42.1946844, -81.1286500 41.0936500, -78.4023875 41.0936500, -78.4023875 42.1946844, -81.1286500 42.1946844))","Erie"
"POINT (-80.0733000 42.1167000)","Erie city"
"POLYGON ((-88.0236314 43.0753562, -88.0236314 42.1946844, -86.7778500 42.1946844, -86.7778500 43.0753562, -88.0236314 43.0753562))","Kenosha"
"POINT (-87.8773000 42.5865000)","Kenosha city"
"POLYGON ((-86.7778500 43.0753562, -86.7778500 42.1946844, -84.5617000 42.1946844, -84.5617000 43.0753562, -86.7778500 43.0753562))","Grand Rapids"
"POINT (-85.6562000 42.9619000)","Grand Rapids city"
"POLYGON ((-88.0236314 47.6671000, -88.0236314 43.0753562, -87.1228500 43.0753562, -87.1228500 47.6671000, -88.0236314 47.6671000))","Marquette"
"POINT (-87.4082000 46.5440000)","Marquette city"
"POLYGON ((-87.1228500 47.6671000, -87.1228500 43.0753562, -84.5617000 43.0753562, -84.5617000 47.6671000, -87.1228500 47.6671000))","Muskegon"
"POINT (-86.2562000 43.2281000)","Muskegon city"
"POLYGON ((-84.5617000 42.7049000, -84.5617000 42.1946844, -83.1150000 42.1946844, -83.1150000 42.7049000, -84.5617000 42.7049000))","Ann Arbor"
"POINT (-83.7310000 42.2759000)","Ann Arbor city"
"POLYGON ((-83.1150000 42.7049000, -83.1150000 42.1946844, -78.4023875 42.1946844, -78.4023875 42.7049000, -83.1150000 42.7049000))","Detroit"
"POINT (-83.1024000 42.3834000)","Detroit city"
"POLYGON ((-84.5617000 47.6671000, -84.5617000 42.7049000, -83.8461750 42.7049000, -83.8461750 47.6671000, -84.5617000 47.6671000))","Lansing"
"POINT (-84.5601000 42.7142000)","Lansing city"
"POLYGON ((-83.8461750 47.6671000, -83.8461750 42.7049000, -78.4023875 42.7049000, -78.4023875 47.6671000, -83.8461750 47.6671000))","Flint"
"POINT (-83.6921000 43.0236000)","Flint city"
"POLYGON ((-78.4023875 40.3568750, -78.4023875 39.9956797, -74.1659625 39.9956797, -74.1659625 40.3568750, -78.4023875 40.3568750))","Trenton"
"POINT (-74.7641000 40.2237000)","Trenton city"
"POLYGON ((-78.4023875 41.6554812, -78.4023875 40.3568750, -74.9187000 40.3568750, -74.9187000 41.6554812, -78.4023875 41.6554812))","Allentown"
"POINT (-75.4756000 40.5961000)","Allentown city"
"POLYGON ((-74.9187000 41.6554812, -74.9187000 40.3568750, -74.1659625 40.3568750, -74.1659625 41.6554812, -74.9187000 41.6554812))","Elizabeth"
"POINT (-74.1913000 40.6658000)","Elizabeth city"
"POLYGON ((-74.1659625 40.9273500, -74.1659625 39.9956797, -73.6604000 39.9956797, -73.6604000 40.9273500, -74.1659625 40.9273500))","Jersey City"
"POINT (-74.0686000 40.7184000)","Jersey City city"
"POLYGON ((-73.6604000 40.9273500, -73.6604000 39.9956797, -66.0761000 39.9956797, -66.0761000 40.9273500, -73.6604000 40.9273500))","Brentwood"
"POINT (-73.2522000 40.7839000)","Brentwood city"
"POLYGON ((-74.1659625 41.6554812, -74.1659625 40.9273500, -73.5933000 40.9273500, -73.5933000 41.6554812, -74.1659625 41.6554812))","New City"
"POINT (-73.9912000 41.1542000)","New City city"
"POLYGON ((-73.5933000 41.6554812, -73.5933000 40.9273500, -66.0761000 40.9273500, -66.0761000 41.6554812, -73.5933000 41.6554812))","Bridgeport"
"POINT (-73.1954000 41.1918000)","Bridgeport city"
"POLYGON ((-78.4023875 42.4464750, -78.4023875 41.6554812, -71.8461500 41.6554812, -71.8461500 42.4464750, -78.4023875 42.4464750))","Hartford"
"POINT (-72.6834000 41.7661000)","Hartford city"
"POLYGON ((-78.4023875 47.6671000, -78.4023875 42.4464750, -75.4239000 42.4464750, -75.4239000 47.6671000, -78.4023875 47.6671000))","Rochester"
"POINT (-77.6162000 43.1680000)","Rochester city"
"POLYGON ((-75.4239000 47.6671000, -75.4239000 42.4464750, -71.8461500 42.4464750, -71.8461500 47.6671000, -75.4239000 47.6671000))","Albany"
"POINT (-73.7987000 42.6664000)","Albany city"
"POLYGON ((-71.8461500 42.5793500, -71.8461500 41.6554812, -71.1925500 41.6554812, -71.1925500 42.5793500, -71.8461500 42.5793500))","Norfolk"
"POINT (-71.3295000 42.1163000)","Norfolk city"
"POLYGON ((-71.1925500 42.5793500, -71.1925500 41.6554812, -66.0761000 41.6554812, -66.0761000 42.5793500, -71.1925500 42.5793500))","Boston"
"POINT (-71.0852000 42.3188000)","Boston city"
"POLYGON ((-71.8461500 47.6671000, -71.8461500 42.5793500, -70.7736250 42.5793500, -70.7736250 47.6671000, -71.8461500 47.6671000))","Lowell"
"POINT (-71.3217000 42.6389000)","Lowell city"
"POLYGON ((-70.7736250 47.6671000, -70.7736250 42.5793500, -66.0761000 42.5793500, -66.0761000 47.6671000, -70.7736250 47.6671000))","Portland"
"POINT (-70.2715000 43.6773000)","Portland city"
