WKT,name
"POLYGON ((-92.1014000 40.0364500, -92.1014000 37.3006656, -88.0236314 37.3006656, -88.0236314 40.0364500, -92.1014000 40.0364500))","Belleville"
"POINT (-89.9900000 38.5164000)","Belleville city"
"POLYGON ((-92.1014000 41.6136000, -92.1014000 40.0364500, -88.0236314 40.0364500, -88.0236314 41.6136000, -92.1014000 41.6136000))","Joliet"
"POINT (-88.1499000 41.5188000)","Joliet city"
"POLYGON ((-96.6185914 47.6671000, -96.6185914 41.6136000, -92.8463938 41.6136000, -92.8463938 47.6671000, -96.6185914 47.6671000))","Mason City"
"POINT (-93.1997000 43.1487000)","Mason City city"
"POLYGON ((-92.8463938 47.6671000, -92.8463938 41.6136000, -88.0236314 41.6136000, -88.0236314 47.6671000, -92.8463938 47.6671000))","Aurora"
"POINT (-88.2902000 41.7638000)","Aurora city"
"POLYGON ((-88.0236314 33.6250937, -88.0236314 25.7840000, -83.8431625 25.7840000, -83.8431625 33.6250937, -88.0236314 33.6250937))","Birmingham"
"POINT (-86.7971000 33.5279000)","Birmingham city"
"POLYGON ((-88.0236314 35.1379750, -88.0236314 33.6250937, -83.8431625 33.6250937, -83.8431625 35.1379750, -88.0236314 35.1379750))","Huntsville"
"POINT (-86.6412000 34.6981000)","Huntsville city"
"POLYGON ((-83.8431625 30.9465000, -83.8431625 25.7840000, -81.9986227 25.7840000, -81.9986227 30.9465000, -83.8431625 30.9465000))","Gainesville"
"POINT (-82.3459000 29.6804000)","Gainesville city"
"POLYGON ((-83.8431625 35.1379750, -83.8431625 30.9465000, -81.9986227 30.9465000, -81.9986227 35.1379750, -83.8431625 35.1379750))","Augusta"
"POINT (-82.0708000 33.3645000)","Augusta city"
"POLYGON ((-88.0236314 39.9956797, -88.0236314 35.1379750, -84.4694117 35.1379750, -84.4694117 39.9956797, -88.0236314 39.9956797))","Evansville"
"POINT (-87.5341000 37.9881000)","Evansville city"
"POLYGON ((-84.4694117 39.9956797, -84.4694117 35.1379750, -81.9986227 35.1379750, -81.9986227 39.9956797, -84.4694117 39.9956797))","Ashland"
"POINT (-82.6448000 38.4592000)","Ashland city"
"POLYGON ((-81.9986227 28.4926750, -81.9986227 25.7840000, -80.8637625 25.7840000, -80.8637625 28.4926750, -81.9986227 28.4926750))","Cape Coral"
"POINT (-81.9957000 26.6443000)","Cape Coral city"
"POLYGON ((-81.9986227 35.5502812, -81.9986227 28.4926750, -80.8637625 28.4926750, -80.8637625 35.5502812, -81.9986227 35.5502812))","Deltona"
"POINT (-81.2137000 28.9050000)","Deltona city"
"POLYGON ((-80.8637625 30.4961500, -80.8637625 25.7840000, -66.0761000 25.7840000, -66.0761000 30.4961500, -80.8637625 30.4961500))","Fort Lauderdale"
"POINT (-80.1464000 26.1412000)","Fort Lauderdale city"
"POLYGON ((-80.8637625 35.5502812, -80.8637625 30.4961500, -66.0761000 30.4961500, -66.0761000 35.5502812, -80.8637625 35.5502812))","Charlotte"
"POINT (-80.8303000 35.2083000)","Charlotte city"
"POLYGON ((-81.9986227 37.3849000, -81.9986227 35.5502812, -77.1987875 35.5502812, -77.1987875 37.3849000, -81.9986227 37.3849000))","Greensboro"
"POINT (-79.8271000 36.0956000)","Greensboro city"
"POLYGON ((-81.9986227 39.9956797, -81.9986227 37.3849000, -77.1987875 37.3849000, -77.1987875 39.9956797, -81.9986227 39.9956797))","Germantown"
"POINT (-77.2643000 39.1755000)","Germantown city"
"POLYGON ((-77.1987875 39.1755000, -77.1987875 35.5502812, -66.0761000 35.5502812, -66.0761000 39.1755000, -77.1987875 39.1755000))","Washington"
"POINT (-77.0163000 38.9047000)","Washington city"
"POLYGON ((-77.1987875 39.9956797, -77.1987875 39.1755000, -66.0761000 39.1755000, -66.0761000 39.9956797, -77.1987875 39.9956797))","Wilmington"
"POINT (-75.5416000 39.7415000)","Wilmington city"
"POLYGON ((-88.0236314 41.6638250, -88.0236314 39.9956797, -82.8949250 39.9956797, -82.8949250 41.6638250, -88.0236314 41.6638250))","Fort Wayne"
"POINT (-85.1436000 41.0888000)","Fort Wayne city"
"POLYGON ((-88.0236314 42.1946844, -88.0236314 41.6638250, -82.8949250 41.6638250, -82.8949250 42.1946844, -88.0236314 42.1946844))","Chicago"
"POINT (-87.6866000 41.8375000)","Chicago city"
"POLYGON ((-82.8949250 41.0936500, -82.8949250 39.9956797, -78.4023875 39.9956797, -78.4023875 41.0936500, -82.8949250 41.0936500))","Akron"
"POINT (-81.5219000 41.0798000)","Akron city"
"POLYGON ((-82.8949250 42.1946844, -82.8949250 41.0936500, -78.4023875 41.0936500, -78.4023875 42.1946844, -82.8949250 42.1946844))","Cleveland"
"POINT (-81.6805000 41.4764000)","Cleveland city"
"POLYGON ((-88.0236314 43.0753562, -88.0236314 42.1946844, -84.5617000 42.1946844, -84.5617000 43.0753562, -88.0236314 43.0753562))","Grand Rapids"
"POINT (-85.6562000 42.9619000)","Grand Rapids city"
"POLYGON ((-88.0236314 47.6671000, -88.0236314 43.0753562, -84.5617000 43.0753562, -84.5617000 47.6671000, -88.0236314 47.6671000))","Marquette"
"POINT (-87.4082000 46.5440000)","Marquette city"
"POLYGON ((-84.5617000 42.7049000, -84.5617000 42.1946844, -78.4023875 42.1946844, -78.4023875 42.7049000, -84.5617000 42.7049000))","Ann Arbor"
"POINT (-83.7310000 42.2759000)","Ann Arbor city"
"POLYGON ((-84.5617000 47.6671000, -84.5617000 42.7049000, -78.4023875 42.7049000, -78.4023875 47.6671000, -84.5617000 47.6671000))","Flint"
"POINT (-83.6921000 43.0236000)","Flint city"
"POLYGON ((-78.4023875 41.6554812, -78.4023875 39.9956797, -74.1659625 39.9956797, -74.1659625 41.6554812, -78.4023875 41.6554812))","Elizabeth"
"POINT (-74.1913000 40.6658000)","Elizabeth city"
"POLYGON ((-74.1659625 40.9273500, -74.1659625 39.9956797, -66.0761000 39.9956797, -66.0761000 40.9273500, -74.1659625 40.9273500))","Jersey City"
"POINT (-74.0686000 40.7184000)","Jersey City city"
"POLYGON ((-74.1659625 41.6554812, -74.1659625 40.9273500, -66.0761000 40.9273500, -66.0761000 41.6554812, -74.1659625 41.6554812))","Bridgeport"
"POINT (-73.1954000 41.1918000)","Bridgeport city"
"POLYGON ((-78.4023875 47.6671000, -78.4023875 41.6554812, -71.8461500 41.6554812, -71.8461500 47.6671000, -78.4023875 47.6671000))","Hartford"
"POINT (-72.6834000 41.7661000)","Hartford city"
"POLYGON ((-71.8461500 42.5793500, -71.8461500 41.6554812, -66.0761000 41.6554812, -66.0761000 42.5793500, -71.8461500 42.5793500))","Boston"
"POINT (-71.0852000 42.3188000)","Boston city"
"POLYGON ((-71.8461500 47.6671000, -71.8461500 42.5793500, -66.0761000 42.5793500, -66.0761000 47.6671000, -71.8461500 47.6671000))","Portland"
"POINT (-70.2715000 43.6773000)","Portland city"
