WKT,name
"POLYGON ((-94.8259000 37.6877057, -94.8259000 35.1253625, -91.6024500 35.1253625, -91.6024500 37.6877057, -94.8259000 37.6877057))","Fort Smith"
"POINT (-94.3695000 35.3495000)","Fort Smith city"
"POLYGON ((-91.6024500 37.6877057, -91.6024500 35.1253625, -87.6894051 35.1253625, -87.6894051 37.6877057, -91.6024500 37.6877057))","Jonesboro"
"POINT (-90.6791000 35.8212000)","Jonesboro city"
"POLYGON ((-123.1174000 38.2563000, -123.1174000 37.6877057, -122.1614000 37.6877057, -122.1614000 38.2563000, -123.1174000 38.2563000))","Oakland"
"POINT (-122.2166000 37.7904000)","Oakland city"
"POLYGON ((-122.1614000 38.2563000, -122.1614000 37.6877057, -115.9539000 37.6877057, -115.9539000 38.2563000, -122.1614000 38.2563000))","Concord"
"POINT (-122.0016000 37.9722000)","Concord city"
"POLYGON ((-123.1174000 40.8075000, -123.1174000 38.2563000, -121.6348000 38.2563000, -121.6348000 40.8075000, -123.1174000 40.8075000))","Chico"
"POINT (-121.8161000 39.7578000)","Chico city"
"POLYGON ((-121.6348000 40.8075000, -121.6348000 38.2563000, -115.9539000 38.2563000, -115.9539000 40.8075000, -121.6348000 40.8075000))","Sacramento"
"POINT (-121.4685000 38.5677000)","Sacramento city"
"POLYGON ((-115.9539000 39.2335500, -115.9539000 37.6877057, -97.3951875 37.6877057, -97.3951875 39.2335500, -115.9539000 39.2335500))","Colorado Springs"
"POINT (-104.7605000 38.8674000)","Colorado Springs city"
"POLYGON ((-97.3951875 39.2335500, -97.3951875 37.6877057, -95.4938844 37.6877057, -95.4938844 39.2335500, -97.3951875 39.2335500))","Topeka"
"POINT (-95.6955000 39.0346000)","Topeka city"
"POLYGON ((-115.9539000 40.8075000, -115.9539000 39.2335500, -95.4938844 39.2335500, -95.4938844 40.8075000, -115.9539000 40.8075000))","Denver"
"POINT (-104.8758000 39.7620000)","Denver city"
"POLYGON ((-123.1174000 45.6393500, -123.1174000 40.8075000, -122.6449211 40.8075000, -122.6449211 45.6393500, -123.1174000 45.6393500))","Eugene"
"POINT (-123.1174000 44.0564000)","Eugene city"
"POLYGON ((-122.6449211 45.6393500, -122.6449211 40.8075000, -109.5851500 40.8075000, -109.5851500 45.6393500, -122.6449211 45.6393500))","Meridian"
"POINT (-116.3977000 43.6116000)","Meridian city"
"POLYGON ((-123.1174000 48.3822000, -123.1174000 45.6393500, -122.2962219 45.6393500, -122.2962219 48.3822000, -123.1174000 48.3822000))","Seattle"
"POINT (-122.3244000 47.6211000)","Seattle city"
"POLYGON ((-122.2962219 48.3822000, -122.2962219 45.6393500, -109.5851500 45.6393500, -109.5851500 48.3822000, -122.2962219 48.3822000))","Bellevue"
"POINT (-122.1535000 47.5951000)","Bellevue city"
"POLYGON ((-109.5851500 42.4076250, -109.5851500 40.8075000, -95.4938844 40.8075000, -95.4938844 42.4076250, -109.5851500 42.4076250))","Grand Island"
"POINT (-98.3586000 40.9218000)","Grand Island city"
"POLYGON ((-109.5851500 48.3822000, -109.5851500 42.4076250, -96.7701781 42.4076250, -96.7701781 48.3822000, -109.5851500 48.3822000))","Billings"
"POINT (-108.5526000 45.7891000)","Billings city"
"POLYGON ((-96.7701781 48.3822000, -96.7701781 42.4076250, -95.4938844 42.4076250, -95.4938844 48.3822000, -96.7701781 48.3822000))","Sioux City"
"POINT (-96.3901000 42.4959000)","Sioux City city"
"POLYGON ((-95.4938844 39.1134375, -95.4938844 37.6877057, -92.7022500 37.6877057, -92.7022500 39.1134375, -95.4938844 39.1134375))","Overland Park"
"POINT (-94.6870000 38.8870000)","Overland Park city"
"POLYGON ((-92.7022500 39.1134375, -92.7022500 37.6877057, -90.3571875 37.6877057, -90.3571875 39.1134375, -92.7022500 39.1134375))","Columbia"
"POINT (-92.3268000 38.9472000)","Columbia city"
"POLYGON ((-95.4938844 41.9848453, -95.4938844 39.1134375, -92.5797000 39.1134375, -92.5797000 41.9848453, -95.4938844 41.9848453))","Des Moines"
"POINT (-93.6105000 41.5725000)","Des Moines city"
"POLYGON ((-92.5797000 41.9848453, -92.5797000 39.1134375, -90.3571875 39.1134375, -90.3571875 41.9848453, -92.5797000 41.9848453))","Cedar Rapids"
"POINT (-91.6783000 41.9662000)","Cedar Rapids city"
"POLYGON ((-90.3571875 40.1804500, -90.3571875 37.6877057, -89.9495500 37.6877057, -89.9495500 40.1804500, -90.3571875 40.1804500))","Belleville"
"POINT (-89.9900000 38.5164000)","Belleville city"
"POLYGON ((-89.9495500 40.1804500, -89.9495500 37.6877057, -87.6894051 37.6877057, -87.6894051 40.1804500, -89.9495500 40.1804500))","Springfield"
"POINT (-89.6540000 39.7709000)","Springfield city"
"POLYGON ((-90.3571875 41.9848453, -90.3571875 40.1804500, -88.2233250 40.1804500, -88.2233250 41.9848453, -90.3571875 41.9848453))","Aurora"
"POINT (-88.2902000 41.7638000)","Aurora city"
"POLYGON ((-88.2233250 41.9848453, -88.2233250 40.1804500, -87.6894051 40.1804500, -87.6894051 41.9848453, -88.2233250 41.9848453))","Cicero"
"POINT (-87.7593000 41.8445000)","Cicero city"
"POLYGON ((-95.4938844 44.9621500, -95.4938844 41.9848453, -93.1552500 41.9848453, -93.1552500 44.9621500, -95.4938844 44.9621500))","Mason City"
"POINT (-93.1997000 43.1487000)","Mason City city"
"POLYGON ((-93.1552500 44.9621500, -93.1552500 41.9848453, -91.8113625 41.9848453, -91.8113625 44.9621500, -93.1552500 44.9621500))","Rochester"
"POINT (-92.4780000 44.0154000)","Rochester city"
"POLYGON ((-95.4938844 48.3822000, -95.4938844 44.9621500, -93.2825813 44.9621500, -93.2825813 48.3822000, -95.4938844 48.3822000))","Brooklyn Park"
"POINT (-93.3505000 45.1112000)","Brooklyn Park city"
"POLYGON ((-93.2825813 48.3822000, -93.2825813 44.9621500, -91.8113625 44.9621500, -91.8113625 48.3822000, -93.2825813 48.3822000))","Duluth"
"POINT (-92.1393000 46.7756000)","Duluth city"
"POLYGON ((-91.8113625 43.6242750, -91.8113625 41.9848453, -88.2562250 41.9848453, -88.2562250 43.6242750, -91.8113625 43.6242750))","Elgin"
"POINT (-88.3240000 42.0383000)","Elgin city"
"POLYGON ((-88.2562250 43.6242750, -88.2562250 41.9848453, -87.6894051 41.9848453, -87.6894051 43.6242750, -88.2562250 43.6242750))","Kenosha"
"POINT (-87.8773000 42.5865000)","Kenosha city"
"POLYGON ((-91.8113625 48.3822000, -91.8113625 43.6242750, -87.6894051 43.6242750, -87.6894051 48.3822000, -91.8113625 48.3822000))","Thunder Bay"
"POINT (-89.2461000 48.3822000)","Thunder Bay city"
"POLYGON ((-87.6894051 33.6250937, -87.6894051 25.7840000, -85.4866500 25.7840000, -85.4866500 33.6250937, -87.6894051 33.6250937))","Birmingham"
"POINT (-86.7971000 33.5279000)","Birmingham city"
"POLYGON ((-85.4866500 33.6250937, -85.4866500 25.7840000, -83.8431625 25.7840000, -83.8431625 33.6250937, -85.4866500 33.6250937))","Tallahassee"
"POINT (-84.2527000 30.4551000)","Tallahassee city"
"POLYGON ((-87.6894051 35.1907250, -87.6894051 33.6250937, -84.9237750 33.6250937, -84.9237750 35.1907250, -87.6894051 35.1907250))","Huntsville"
"POINT (-86.6412000 34.6981000)","Huntsville city"
"POLYGON ((-84.9237750 35.1907250, -84.9237750 33.6250937, -83.8431625 33.6250937, -83.8431625 35.1907250, -84.9237750 35.1907250))","Atlanta"
"POINT (-84.4220000 33.7628000)","Atlanta city"
"POLYGON ((-83.8431625 30.9465000, -83.8431625 25.7840000, -82.4314500 25.7840000, -82.4314500 30.9465000, -83.8431625 30.9465000))","St. Petersburg"
"POINT (-82.6652000 27.7931000)","St. Petersburg city"
"POLYGON ((-82.4314500 30.9465000, -82.4314500 25.7840000, -81.9986227 25.7840000, -81.9986227 30.9465000, -82.4314500 30.9465000))","Gainesville"
"POINT (-82.3459000 29.6804000)","Gainesville city"
"POLYGON ((-83.8431625 35.1907250, -83.8431625 30.9465000, -81.9986227 30.9465000, -81.9986227 35.1907250, -83.8431625 35.1907250))","Augusta"
"POINT (-82.0708000 33.3645000)","Augusta city"
"POLYGON ((-87.6894051 38.0306375, -87.6894051 35.1907250, -86.9859500 35.1907250, -86.9859500 38.0306375, -87.6894051 38.0306375))","Evansville"
"POINT (-87.5341000 37.9881000)","Evansville city"
"POLYGON ((-86.9859500 38.0306375, -86.9859500 35.1907250, -84.3434656 35.1907250, -84.3434656 38.0306375, -86.9859500 38.0306375))","Bowling Green"
"POINT (-86.4378000 36.9716000)","Bowling Green city"
"POLYGON ((-87.6894051 40.0777602, -87.6894051 38.0306375, -85.3022500 38.0306375, -85.3022500 40.0777602, -87.6894051 40.0777602))","Indianapolis"
"POINT (-86.1458000 39.7771000)","Indianapolis city"
"POLYGON ((-85.3022500 40.0777602, -85.3022500 38.0306375, -84.3434656 38.0306375, -84.3434656 40.0777602, -85.3022500 40.0777602))","Lexington"
"POINT (-84.4587000 38.0423000)","Lexington city"
"POLYGON ((-84.3434656 37.8206500, -84.3434656 35.1907250, -81.9986227 35.1907250, -81.9986227 37.8206500, -84.3434656 37.8206500))","Asheville"
"POINT (-82.5537000 35.5707000)","Asheville city"
"POLYGON ((-84.3434656 40.0777602, -84.3434656 37.8206500, -82.8688250 37.8206500, -82.8688250 40.0777602, -84.3434656 40.0777602))","Columbus"
"POINT (-82.9855000 39.9862000)","Columbus city"
"POLYGON ((-82.8688250 40.0777602, -82.8688250 37.8206500, -81.9986227 37.8206500, -81.9986227 40.0777602, -82.8688250 40.0777602))","Ashland"
"POINT (-82.6448000 38.4592000)","Ashland city"
"POLYGON ((-81.9986227 29.8558000, -81.9986227 25.7840000, -81.6047000 25.7840000, -81.6047000 29.8558000, -81.9986227 29.8558000))","Cape Coral"
"POINT (-81.9957000 26.6443000)","Cape Coral city"
"POLYGON ((-81.6047000 29.8558000, -81.6047000 25.7840000, -80.5520438 25.7840000, -80.5520438 29.8558000, -81.6047000 29.8558000))","Deltona"
"POINT (-81.2137000 28.9050000)","Deltona city"
"POLYGON ((-81.9986227 36.0319375, -81.9986227 29.8558000, -81.0414500 29.8558000, -81.0414500 36.0319375, -81.9986227 36.0319375))","Jacksonville"
"POINT (-81.6749000 30.3322000)","Jacksonville city"
"POLYGON ((-81.0414500 36.0319375, -81.0414500 29.8558000, -80.5520438 29.8558000, -80.5520438 36.0319375, -81.0414500 36.0319375))","Charlotte"
"POINT (-80.8303000 35.2083000)","Charlotte city"
"POLYGON ((-80.5520438 30.8082000, -80.5520438 25.7840000, -80.1961000 25.7840000, -80.1961000 30.8082000, -80.5520438 30.8082000))","Miami"
"POINT (-80.2101000 25.7840000)","Miami city"
"POLYGON ((-80.1961000 30.8082000, -80.1961000 25.7840000, -66.0761000 25.7840000, -66.0761000 30.8082000, -80.1961000 30.8082000))","Fort Lauderdale"
"POINT (-80.1464000 26.1412000)","Fort Lauderdale city"
"POLYGON ((-80.5520438 36.0319375, -80.5520438 30.8082000, -78.6723500 30.8082000, -78.6723500 36.0319375, -80.5520438 36.0319375))","Fayetteville"
"POINT (-78.9772000 35.0850000)","Fayetteville city"
"POLYGON ((-78.6723500 36.0319375, -78.6723500 30.8082000, -66.0761000 30.8082000, -66.0761000 36.0319375, -78.6723500 36.0319375))","Greenville"
"POINT (-77.3760000 35.5943000)","Greenville city"
"POLYGON ((-81.9986227 37.6355500, -81.9986227 36.0319375, -79.3374750 36.0319375, -79.3374750 37.6355500, -81.9986227 37.6355500))","Greensboro"
"POINT (-79.8271000 36.0956000)","Greensboro city"
"POLYGON ((-79.3374750 37.6355500, -79.3374750 36.0319375, -76.9654500 36.0319375, -76.9654500 37.6355500, -79.3374750 37.6355500))","Lynchburg"
"POINT (-79.1909000 37.4003000)","Lynchburg city"
"POLYGON ((-81.9986227 40.0777602, -81.9986227 37.6355500, -77.1605469 37.6355500, -77.1605469 40.0777602, -81.9986227 40.0777602))","Germantown"
"POINT (-77.2643000 39.1755000)","Germantown city"
"POLYGON ((-77.1605469 40.0777602, -77.1605469 37.6355500, -76.9654500 37.6355500, -76.9654500 40.0777602, -77.1605469 40.0777602))","Washington"
"POINT (-77.0163000 38.9047000)","Washington city"
"POLYGON ((-76.9654500 39.8352188, -76.9654500 36.0319375, -66.0761000 36.0319375, -66.0761000 39.8352188, -76.9654500 39.8352188))","Wilmington"
"POINT (-75.5416000 39.7415000)","Wilmington city"
"POLYGON ((-76.9654500 40.0777602, -76.9654500 39.8352188, -75.1331844 39.8352188, -75.1331844 40.0777602, -76.9654500 40.0777602))","Lancaster"
"POINT (-76.3012000 40.0420000)","Lancaster city"
"POLYGON ((-75.1331844 40.0777602, -75.1331844 39.8352188, -66.0761000 39.8352188, -66.0761000 40.0777602, -75.1331844 40.0777602))","Camden"
"POINT (-75.1073000 39.9361000)","Camden city"
"POLYGON ((-87.6894051 41.6747375, -87.6894051 40.0777602, -85.5368000 40.0777602, -85.5368000 41.6747375, -87.6894051 41.6747375))","Hammond"
"POINT (-87.4909000 41.6168000)","Hammond city"
"POLYGON ((-85.5368000 41.6747375, -85.5368000 40.0777602, -83.3495562 40.0777602, -83.3495562 41.6747375, -85.5368000 41.6747375))","Fort Wayne"
"POINT (-85.1436000 41.0888000)","Fort Wayne city"
"POLYGON ((-87.6894051 42.4153953, -87.6894051 41.6747375, -85.7088000 41.6747375, -85.7088000 42.4153953, -87.6894051 42.4153953))","Chicago"
"POINT (-87.6866000 41.8375000)","Chicago city"
"POLYGON ((-85.7088000 42.4153953, -85.7088000 41.6747375, -83.3495562 41.6747375, -83.3495562 42.4153953, -85.7088000 42.4153953))","Ann Arbor"
"POINT (-83.7310000 42.2759000)","Ann Arbor city"
"POLYGON ((-83.3495562 41.4115500, -83.3495562 40.0777602, -76.0371898 40.0777602, -76.0371898 41.4115500, -83.3495562 41.4115500))","Akron"
"POINT (-81.5219000 41.0798000)","Akron city"
"POLYGON ((-83.3495562 42.4153953, -83.3495562 41.4115500, -81.9664875 41.4115500, -81.9664875 42.4153953, -83.3495562 42.4153953))","Detroit"
"POINT (-83.1024000 42.3834000)","Detroit city"
"POLYGON ((-81.9664875 42.4153953, -81.9664875 41.4115500, -76.0371898 41.4115500, -76.0371898 42.4153953, -81.9664875 42.4153953))","Cleveland"
"POINT (-81.6805000 41.4764000)","Cleveland city"
"POLYGON ((-87.6894051 42.9997250, -87.6894051 42.4153953, -84.3416000 42.4153953, -84.3416000 42.9997250, -87.6894051 42.9997250))","Grand Rapids"
"POINT (-85.6562000 42.9619000)","Grand Rapids city"
"POLYGON ((-84.3416000 42.9997250, -84.3416000 42.4153953, -81.7759500 42.4153953, -81.7759500 42.9997250, -84.3416000 42.9997250))","Troy"
"POINT (-83.1457000 42.5817000)","Troy city"
"POLYGON ((-87.6894051 48.3822000, -87.6894051 42.9997250, -85.5501500 42.9997250, -85.5501500 48.3822000, -87.6894051 48.3822000))","Marquette"
"POINT (-87.4082000 46.5440000)","Marquette city"
"POLYGON ((-85.5501500 48.3822000, -85.5501500 42.9997250, -81.7759500 42.9997250, -81.7759500 48.3822000, -85.5501500 48.3822000))","Flint"
"POINT (-83.6921000 43.0236000)","Flint city"
"POLYGON ((-81.7759500 43.3503250, -81.7759500 42.4153953, -78.6967000 42.4153953, -78.6967000 43.3503250, -81.7759500 43.3503250))","Buffalo"
"POINT (-78.8487000 42.9018000)","Buffalo city"
"POLYGON ((-78.6967000 43.3503250, -78.6967000 42.4153953, -76.0371898 42.4153953, -76.0371898 43.3503250, -78.6967000 43.3503250))","Rochester"
"POINT (-77.6162000 43.1680000)","Rochester city"
"POLYGON ((-81.7759500 48.3822000, -81.7759500 43.3503250, -76.0371898 43.3503250, -76.0371898 48.3822000, -81.7759500 48.3822000))","Mississauga"
"POINT (-79.6500000 43.6000000)","Mississauga city"
"POLYGON ((-76.0371898 40.7224641, -76.0371898 40.0777602, -74.4203500 40.0777602, -74.4203500 40.7224641, -76.0371898 40.7224641))","Trenton"
"POINT (-74.7641000 40.2237000)","Trenton city"
"POLYGON ((-74.4203500 40.7224641, -74.4203500 40.0777602, -73.9446625 40.0777602, -73.9446625 40.7224641, -74.4203500 40.7224641))","Elizabeth"
"POINT (-74.1913000 40.6658000)","Elizabeth city"
"POLYGON ((-76.0371898 42.1029367, -76.0371898 40.7224641, -74.9502500 40.7224641, -74.9502500 42.1029367, -76.0371898 42.1029367))","Binghamton"
"POINT (-75.9093000 42.1014000)","Binghamton city"
"POLYGON ((-74.9502500 42.1029367, -74.9502500 40.7224641, -73.9446625 40.7224641, -73.9446625 42.1029367, -74.9502500 42.1029367))","Newark"
"POINT (-74.1725000 40.7245000)","Newark city"
"POLYGON ((-73.9446625 40.9529250, -73.9446625 40.0777602, -73.7567250 40.0777602, -73.7567250 40.9529250, -73.9446625 40.9529250))","New York"
"POINT (-73.9249000 40.6943000)","New York city"
"POLYGON ((-73.7567250 40.9529250, -73.7567250 40.0777602, -66.0761000 40.0777602, -66.0761000 40.9529250, -73.7567250 40.9529250))","Brentwood"
"POINT (-73.2522000 40.7839000)","Brentwood city"
"POLYGON ((-73.9446625 42.1029367, -73.9446625 40.9529250, -72.3070500 40.9529250, -72.3070500 42.1029367, -73.9446625 42.1029367))","Bridgeport"
"POINT (-73.1954000 41.1918000)","Bridgeport city"
"POLYGON ((-72.3070500 42.1029367, -72.3070500 40.9529250, -66.0761000 40.9529250, -66.0761000 42.1029367, -72.3070500 42.1029367))","Providence"
"POINT (-71.4187000 41.8230000)","Providence city"
"POLYGON ((-76.0371898 44.7163500, -76.0371898 42.1029367, -73.1691000 42.1029367, -73.1691000 44.7163500, -76.0371898 44.7163500))","Albany"
"POINT (-73.7987000 42.6664000)","Albany city"
"POLYGON ((-73.1691000 44.7163500, -73.1691000 42.1029367, -72.0879125 42.1029367, -72.0879125 44.7163500, -73.1691000 44.7163500))","Springfield"
"POINT (-72.5395000 42.1155000)","Springfield city"
"POLYGON ((-76.0371898 48.3822000, -76.0371898 44.7163500, -74.6283500 44.7163500, -74.6283500 48.3822000, -76.0371898 48.3822000))","Ottawa"
"POINT (-75.6950000 45.4247000)","Ottawa city"
"POLYGON ((-74.6283500 48.3822000, -74.6283500 44.7163500, -72.0879125 44.7163500, -72.0879125 48.3822000, -74.6283500 48.3822000))","Laval"
"POINT (-73.7500000 45.5833000)","Laval city"
"POLYGON ((-72.0879125 42.7035000, -72.0879125 42.1029367, -71.1479500 42.1029367, -71.1479500 42.7035000, -72.0879125 42.7035000))","Lowell"
"POINT (-71.3217000 42.6389000)","Lowell city"
"POLYGON ((-71.1479500 42.7035000, -71.1479500 42.1029367, -66.0761000 42.1029367, -66.0761000 42.7035000, -71.1479500 42.7035000))","Boston"
"POINT (-71.0852000 42.3188000)","Boston city"
"POLYGON ((-72.0879125 48.3822000, -72.0879125 42.7035000, -70.7736250 42.7035000, -70.7736250 48.3822000, -72.0879125 48.3822000))","Manchester"
"POINT (-71.4447000 42.9848000)","Manchester city"
"POLYGON ((-70.7736250 48.3822000, -70.7736250 42.7035000, -66.0761000 42.7035000, -66.0761000 48.3822000, -70.7736250 48.3822000))","Portland"
"POINT (-70.2715000 43.6773000)","Portland city"
