WKT,name
"POLYGON ((-98.4487277 37.6877057, -98.4487277 35.0425500, -97.1622000 35.0425500, -97.1622000 37.6877057, -98.4487277 37.6877057))","Oklahoma City"
"POINT (-97.5136000 35.4676000)","Oklahoma City city"
"POLYGON ((-97.1622000 37.6877057, -97.1622000 34.2233500, -94.8259000 34.2233500, -94.8259000 37.6877057, -97.1622000 37.6877057))","Tulsa"
"POINT (-95.9042000 36.1283000)","Tulsa city"
"POLYGON ((-94.8259000 33.5954500, -94.8259000 32.3165219, -91.8809000 32.3165219, -91.8809000 33.5954500, -94.8259000 33.5954500))","Shreveport"
"POINT (-93.7955000 32.4653000)","Shreveport city"
"POLYGON ((-94.8259000 35.1253625, -94.8259000 33.5954500, -91.8809000 33.5954500, -91.8809000 35.1253625, -94.8259000 35.1253625))","Little Rock"
"POINT (-92.3577000 34.7256000)","Little Rock city"
"POLYGON ((-91.8809000 35.0300500, -91.8809000 32.3165219, -87.6894051 32.3165219, -87.6894051 35.0300500, -91.8809000 35.0300500))","Southaven"
"POINT (-89.9786000 34.9514000)","Southaven city"
"POLYGON ((-91.8809000 35.1253625, -91.8809000 35.0300500, -87.6894051 35.0300500, -87.6894051 35.1253625, -91.8809000 35.1253625))","Memphis"
"POINT (-89.9663000 35.1087000)","Memphis city"
"POLYGON ((-94.8259000 36.2719000, -94.8259000 35.1253625, -91.6024500 35.1253625, -91.6024500 36.2719000, -94.8259000 36.2719000))","Fort Smith"
"POINT (-94.3695000 35.3495000)","Fort Smith city"
"POLYGON ((-94.8259000 37.6877057, -94.8259000 36.2719000, -91.6024500 36.2719000, -91.6024500 37.6877057, -94.8259000 37.6877057))","Springfield"
"POINT (-93.2916000 37.1943000)","Springfield city"
"POLYGON ((-91.6024500 35.7375000, -91.6024500 35.1253625, -87.6894051 35.1253625, -87.6894051 35.7375000, -91.6024500 35.7375000))","Jackson"
"POINT (-88.8354000 35.6538000)","Jackson city"
"POLYGON ((-91.6024500 37.6877057, -91.6024500 35.7375000, -87.6894051 35.7375000, -87.6894051 37.6877057, -91.6024500 37.6877057))","Jonesboro"
"POINT (-90.6791000 35.8212000)","Jonesboro city"
"POLYGON ((-123.1174000 37.7731000, -123.1174000 37.6877057, -122.1614000 37.6877057, -122.1614000 37.7731000, -123.1174000 37.7731000))","San Francisco"
"POINT (-122.4449000 37.7558000)","San Francisco city"
"POLYGON ((-123.1174000 38.2563000, -123.1174000 37.7731000, -122.1614000 37.7731000, -122.1614000 38.2563000, -123.1174000 38.2563000))","Oakland"
"POINT (-122.2166000 37.7904000)","Oakland city"
"POLYGON ((-122.1614000 37.9743500, -122.1614000 37.6877057, -115.9539000 37.6877057, -115.9539000 37.9743500, -122.1614000 37.9743500))","Concord"
"POINT (-122.0016000 37.9722000)","Concord city"
"POLYGON ((-122.1614000 38.2563000, -122.1614000 37.9743500, -115.9539000 37.9743500, -115.9539000 38.2563000, -122.1614000 38.2563000))","Stockton"
"POINT (-121.3109000 37.9765000)","Stockton city"
"POLYGON ((-123.1174000 39.1018000, -123.1174000 38.2563000, -121.6348000 38.2563000, -121.6348000 39.1018000, -123.1174000 39.1018000))","Santa Rosa"
"POINT (-122.7067000 38.4458000)","Santa Rosa city"
"POLYGON ((-123.1174000 40.8075000, -123.1174000 39.1018000, -121.6348000 39.1018000, -121.6348000 40.8075000, -123.1174000 40.8075000))","Chico"
"POINT (-121.8161000 39.7578000)","Chico city"
"POLYGON ((-121.6348000 39.0587000, -121.6348000 38.2563000, -115.9539000 38.2563000, -115.9539000 39.0587000, -121.6348000 39.0587000))","Sacramento"
"POINT (-121.4685000 38.5677000)","Sacramento city"
"POLYGON ((-121.6348000 40.8075000, -121.6348000 39.0587000, -115.9539000 39.0587000, -115.9539000 40.8075000, -121.6348000 40.8075000))","Reno"
"POINT (-119.8483000 39.5497000)","Reno city"
"POLYGON ((-115.9539000 38.4672500, -115.9539000 37.6877057, -97.3951875 37.6877057, -97.3951875 38.4672500, -115.9539000 38.4672500))","Hutchinson"
"POINT (-97.9081000 38.0671000)","Hutchinson city"
"POLYGON ((-115.9539000 39.2335500, -115.9539000 38.4672500, -97.3951875 38.4672500, -97.3951875 39.2335500, -115.9539000 39.2335500))","Colorado Springs"
"POINT (-104.7605000 38.8674000)","Colorado Springs city"
"POLYGON ((-97.3951875 38.3620500, -97.3951875 37.6877057, -95.4938844 37.6877057, -95.4938844 38.3620500, -97.3951875 38.3620500))","Wichita"
"POINT (-97.3443000 37.6895000)","Wichita city"
"POLYGON ((-97.3951875 39.2335500, -97.3951875 38.3620500, -95.4938844 38.3620500, -95.4938844 39.2335500, -97.3951875 39.2335500))","Topeka"
"POINT (-95.6955000 39.0346000)","Topeka city"
"POLYGON ((-115.9539000 40.8075000, -115.9539000 39.2335500, -108.4034500 39.2335500, -108.4034500 40.8075000, -115.9539000 40.8075000))","Salt Lake City"
"POINT (-111.9311000 40.7776000)","Salt Lake City city"
"POLYGON ((-108.4034500 40.1548500, -108.4034500 39.2335500, -95.4938844 39.2335500, -95.4938844 40.1548500, -108.4034500 40.1548500))","Denver"
"POINT (-104.8758000 39.7620000)","Denver city"
"POLYGON ((-108.4034500 40.8075000, -108.4034500 40.1548500, -95.4938844 40.1548500, -95.4938844 40.8075000, -108.4034500 40.8075000))","Fort Collins"
"POINT (-105.0656000 40.5477000)","Fort Collins city"
"POLYGON ((-123.1174000 44.7967500, -123.1174000 40.8075000, -122.6449211 40.8075000, -122.6449211 44.7967500, -123.1174000 44.7967500))","Eugene"
"POINT (-123.1174000 44.0564000)","Eugene city"
"POLYGON ((-123.1174000 45.6393500, -123.1174000 44.7967500, -122.6449211 44.7967500, -122.6449211 45.6393500, -123.1174000 45.6393500))","Portland"
"POINT (-122.6500000 45.5371000)","Portland city"
"POLYGON ((-122.6449211 44.6241000, -122.6449211 40.8075000, -109.5851500 40.8075000, -109.5851500 44.6241000, -122.6449211 44.6241000))","Meridian"
"POINT (-116.3977000 43.6116000)","Meridian city"
"POLYGON ((-122.6449211 45.6393500, -122.6449211 44.6241000, -109.5851500 44.6241000, -109.5851500 45.6393500, -122.6449211 45.6393500))","Vancouver"
"POINT (-122.5967000 45.6366000)","Vancouver city"
"POLYGON ((-123.1174000 47.4321000, -123.1174000 45.6393500, -122.2962219 45.6393500, -122.2962219 47.4321000, -123.1174000 47.4321000))","Tacoma"
"POINT (-122.4531000 47.2431000)","Tacoma city"
"POLYGON ((-123.1174000 48.3822000, -123.1174000 47.4321000, -122.2962219 47.4321000, -122.2962219 48.3822000, -123.1174000 48.3822000))","Seattle"
"POINT (-122.3244000 47.6211000)","Seattle city"
"POLYGON ((-122.2962219 47.6311000, -122.2962219 45.6393500, -109.5851500 45.6393500, -109.5851500 47.6311000, -122.2962219 47.6311000))","Bellevue"
"POINT (-122.1535000 47.5951000)","Bellevue city"
"POLYGON ((-122.2962219 48.3822000, -122.2962219 47.6311000, -109.5851500 47.6311000, -109.5851500 48.3822000, -122.2962219 48.3822000))","Spokane"
"POINT (-117.4330000 47.6671000)","Spokane city"
"POLYGON ((-109.5851500 42.4076250, -109.5851500 40.8075000, -100.4215500 40.8075000, -100.4215500 42.4076250, -109.5851500 42.4076250))","Cheyenne"
"POINT (-104.7902000 41.1350000)","Cheyenne city"
"POLYGON ((-100.4215500 41.0922500, -100.4215500 40.8075000, -95.4938844 40.8075000, -95.4938844 41.0922500, -100.4215500 41.0922500))","Grand Island"
"POINT (-98.3586000 40.9218000)","Grand Island city"
"POLYGON ((-100.4215500 42.4076250, -100.4215500 41.0922500, -95.4938844 41.0922500, -95.4938844 42.4076250, -100.4215500 42.4076250))","Omaha"
"POINT (-96.0529000 41.2627000)","Omaha city"
"POLYGON ((-109.5851500 46.3271000, -109.5851500 42.4076250, -96.7701781 42.4076250, -96.7701781 46.3271000, -109.5851500 46.3271000))","Billings"
"POINT (-108.5526000 45.7891000)","Billings city"
"POLYGON ((-109.5851500 48.3822000, -109.5851500 46.3271000, -96.7701781 46.3271000, -96.7701781 48.3822000, -109.5851500 48.3822000))","Fargo"
"POINT (-96.8292000 46.8651000)","Fargo city"
"POLYGON ((-96.7701781 43.0177500, -96.7701781 42.4076250, -95.4938844 42.4076250, -95.4938844 43.0177500, -96.7701781 43.0177500))","Sioux City"
"POINT (-96.3901000 42.4959000)","Sioux City city"
"POLYGON ((-96.7701781 48.3822000, -96.7701781 43.0177500, -95.4938844 43.0177500, -95.4938844 48.3822000, -96.7701781 48.3822000))","Sioux Falls"
"POINT (-96.7311000 43.5396000)","Sioux Falls city"
"POLYGON ((-95.4938844 38.7964500, -95.4938844 37.6877057, -92.7022500 37.6877057, -92.7022500 38.7964500, -95.4938844 38.7964500))","Sedalia"
"POINT (-93.2340000 38.7059000)","Sedalia city"
"POLYGON ((-95.4938844 39.1134375, -95.4938844 38.7964500, -92.7022500 38.7964500, -92.7022500 39.1134375, -95.4938844 39.1134375))","Overland Park"
"POINT (-94.6870000 38.8870000)","Overland Park city"
"POLYGON ((-92.7022500 38.8661000, -92.7022500 37.6877057, -90.3571875 37.6877057, -90.3571875 38.8661000, -92.7022500 38.8661000))","O'Fallon"
"POINT (-90.7175000 38.7850000)","O'Fallon city"
"POLYGON ((-92.7022500 39.1134375, -92.7022500 38.8661000, -90.3571875 38.8661000, -90.3571875 39.1134375, -92.7022500 39.1134375))","Columbia"
"POINT (-92.3268000 38.9472000)","Columbia city"
"POLYGON ((-95.4938844 40.3481500, -95.4938844 39.1134375, -92.5797000 39.1134375, -92.5797000 40.3481500, -95.4938844 40.3481500))","Kansas City"
"POINT (-94.5541000 39.1238000)","Kansas City city"
"POLYGON ((-95.4938844 41.9848453, -95.4938844 40.3481500, -92.5797000 40.3481500, -92.5797000 41.9848453, -95.4938844 41.9848453))","Des Moines"
"POINT (-93.6105000 41.5725000)","Des Moines city"
"POLYGON ((-92.5797000 41.7613500, -92.5797000 39.1134375, -90.3571875 39.1134375, -90.3571875 41.7613500, -92.5797000 41.7613500))","Davenport"
"POINT (-90.6053000 41.5565000)","Davenport city"
"POLYGON ((-92.5797000 41.9848453, -92.5797000 41.7613500, -90.3571875 41.7613500, -90.3571875 41.9848453, -92.5797000 41.9848453))","Cedar Rapids"
"POINT (-91.6783000 41.9662000)","Cedar Rapids city"
"POLYGON ((-90.3571875 38.5761500, -90.3571875 37.6877057, -89.9495500 37.6877057, -89.9495500 38.5761500, -90.3571875 38.5761500))","Belleville"
"POINT (-89.9900000 38.5164000)","Belleville city"
"POLYGON ((-90.3571875 40.1804500, -90.3571875 38.5761500, -89.9495500 38.5761500, -89.9495500 40.1804500, -90.3571875 40.1804500))","St. Louis"
"POINT (-90.2451000 38.6359000)","St. Louis city"
"POLYGON ((-89.9495500 40.1804500, -89.9495500 37.6877057, -87.6894051 37.6877057, -87.6894051 40.1804500, -89.9495500 40.1804500))","Springfield"
"POINT (-89.6540000 39.7709000)","Springfield city"
"POLYGON ((-90.3571875 41.2579000, -90.3571875 40.1804500, -88.2233250 40.1804500, -88.2233250 41.2579000, -90.3571875 41.2579000))","Peoria"
"POINT (-89.6154000 40.7520000)","Peoria city"
"POLYGON ((-90.3571875 41.9848453, -90.3571875 41.2579000, -88.2233250 41.2579000, -88.2233250 41.9848453, -90.3571875 41.9848453))","Aurora"
"POINT (-88.2902000 41.7638000)","Aurora city"
"POLYGON ((-88.2233250 41.6816500, -88.2233250 40.1804500, -87.6894051 40.1804500, -87.6894051 41.6816500, -88.2233250 41.6816500))","Joliet"
"POINT (-88.1499000 41.5188000)","Joliet city"
"POLYGON ((-88.2233250 41.9848453, -88.2233250 41.6816500, -87.6894051 41.6816500, -87.6894051 41.9848453, -88.2233250 41.9848453))","Cicero"
"POINT (-87.7593000 41.8445000)","Cicero city"
"POLYGON ((-95.4938844 43.9130500, -95.4938844 41.9848453, -93.1552500 41.9848453, -93.1552500 43.9130500, -95.4938844 43.9130500))","Mason City"
"POINT (-93.1997000 43.1487000)","Mason City city"
"POLYGON ((-95.4938844 44.9621500, -95.4938844 43.9130500, -93.1552500 43.9130500, -93.1552500 44.9621500, -95.4938844 44.9621500))","Lakeville"
"POINT (-93.2520000 44.6774000)","Lakeville city"
"POLYGON ((-93.1552500 44.4816000, -93.1552500 41.9848453, -91.8113625 41.9848453, -91.8113625 44.4816000, -93.1552500 44.4816000))","Rochester"
"POINT (-92.4780000 44.0154000)","Rochester city"
"POLYGON ((-93.1552500 44.9621500, -93.1552500 44.4816000, -91.8113625 44.4816000, -91.8113625 44.9621500, -93.1552500 44.9621500))","St. Paul"
"POINT (-93.1039000 44.9478000)","St. Paul city"
"POLYGON ((-95.4938844 45.3226000, -95.4938844 44.9621500, -93.2825813 44.9621500, -93.2825813 45.3226000, -95.4938844 45.3226000))","Brooklyn Park"
"POINT (-93.3505000 45.1112000)","Brooklyn Park city"
"POLYGON ((-95.4938844 48.3822000, -95.4938844 45.3226000, -93.2825813 45.3226000, -93.2825813 48.3822000, -95.4938844 48.3822000))","St. Cloud"
"POINT (-94.1718000 45.5340000)","St. Cloud city"
"POLYGON ((-93.2825813 45.8695500, -93.2825813 44.9621500, -91.8113625 44.9621500, -91.8113625 45.8695500, -93.2825813 45.8695500))","Minneapolis"
"POINT (-93.2678000 44.9635000)","Minneapolis city"
"POLYGON ((-93.2825813 48.3822000, -93.2825813 45.8695500, -91.8113625 45.8695500, -91.8113625 48.3822000, -93.2825813 48.3822000))","Duluth"
"POINT (-92.1393000 46.7756000)","Duluth city"
"POLYGON ((-91.8113625 42.5602500, -91.8113625 41.9848453, -88.2562250 41.9848453, -88.2562250 42.5602500, -91.8113625 42.5602500))","Elgin"
"POINT (-88.3240000 42.0383000)","Elgin city"
"POLYGON ((-91.8113625 43.6242750, -91.8113625 42.5602500, -88.2562250 42.5602500, -88.2562250 43.6242750, -91.8113625 43.6242750))","Madison"
"POINT (-89.3930000 43.0822000)","Madison city"
"POLYGON ((-88.2562250 42.8253500, -88.2562250 41.9848453, -87.6894051 41.9848453, -87.6894051 42.8253500, -88.2562250 42.8253500))","Kenosha"
"POINT (-87.8773000 42.5865000)","Kenosha city"
"POLYGON ((-88.2562250 43.6242750, -88.2562250 42.8253500, -87.6894051 42.8253500, -87.6894051 43.6242750, -88.2562250 43.6242750))","Milwaukee"
"POINT (-87.9675000 43.0642000)","Milwaukee city"
"POLYGON ((-91.8113625 48.3822000, -91.8113625 43.6242750, -89.7421500 43.6242750, -89.7421500 48.3822000, -91.8113625 48.3822000))","Eau Claire"
"POINT (-91.4948000 44.8197000)","Eau Claire city"
"POLYGON ((-89.7421500 46.4485000, -89.7421500 43.6242750, -87.6894051 43.6242750, -87.6894051 46.4485000, -89.7421500 46.4485000))","Green Bay"
"POINT (-87.9895000 44.5148000)","Green Bay city"
"POLYGON ((-89.7421500 48.3822000, -89.7421500 46.4485000, -87.6894051 46.4485000, -87.6894051 48.3822000, -89.7421500 48.3822000))","Thunder Bay"
"POINT (-89.2461000 48.3822000)","Thunder Bay city"
"POLYGON ((-87.6894051 32.9380500, -87.6894051 25.7840000, -85.4866500 25.7840000, -85.4866500 32.9380500, -87.6894051 32.9380500))","Montgomery"
"POINT (-86.2668000 32.3482000)","Montgomery city"
"POLYGON ((-87.6894051 33.6250937, -87.6894051 32.9380500, -85.4866500 32.9380500, -85.4866500 33.6250937, -87.6894051 33.6250937))","Birmingham"
"POINT (-86.7971000 33.5279000)","Birmingham city"
"POLYGON ((-85.4866500 31.0163500, -85.4866500 25.7840000, -83.8431625 25.7840000, -83.8431625 31.0163500, -85.4866500 31.0163500))","Tallahassee"
"POINT (-84.2527000 30.4551000)","Tallahassee city"
"POLYGON ((-85.4866500 33.6250937, -85.4866500 31.0163500, -83.8431625 31.0163500, -83.8431625 33.6250937, -85.4866500 33.6250937))","Albany"
"POINT (-84.1762000 31.5776000)","Albany city"
"POLYGON ((-87.6894051 34.8820500, -87.6894051 33.6250937, -84.9237750 33.6250937, -84.9237750 34.8820500, -87.6894051 34.8820500))","Huntsville"
"POINT (-86.6412000 34.6981000)","Huntsville city"
"POLYGON ((-87.6894051 35.1907250, -87.6894051 34.8820500, -84.9237750 34.8820500, -84.9237750 35.1907250, -87.6894051 35.1907250))","Chattanooga"
"POINT (-85.2481000 35.0660000)","Chattanooga city"
"POLYGON ((-84.9237750 33.9009500, -84.9237750 33.6250937, -83.8431625 33.6250937, -83.8431625 33.9009500, -84.9237750 33.9009500))","Atlanta"
"POINT (-84.4220000 33.7628000)","Atlanta city"
"POLYGON ((-84.9237750 35.1907250, -84.9237750 33.9009500, -83.8431625 33.9009500, -83.8431625 35.1907250, -84.9237750 35.1907250))","Roswell"
"POINT (-84.3513000 34.0391000)","Roswell city"
"POLYGON ((-83.8431625 27.8938000, -83.8431625 25.7840000, -82.4314500 25.7840000, -82.4314500 27.8938000, -83.8431625 27.8938000))","St. Petersburg"
"POINT (-82.6652000 27.7931000)","St. Petersburg city"
"POLYGON ((-83.8431625 30.9465000, -83.8431625 27.8938000, -82.4314500 27.8938000, -82.4314500 30.9465000, -83.8431625 30.9465000))","Tampa"
"POINT (-82.4447000 27.9945000)","Tampa city"
